,l,ClTT001,ClTT01,ClTT1
48,48,1391.624385140566,1496.0525153725353,1700.9308721470657
49,49,1410.532130026588,1516.8885086370192,1726.1111871630994
50,50,1429.640945855485,1537.922017985106,1751.4895996238135
51,51,1449.0101060403142,1559.210423926031,1777.1168871642967
52,52,1468.5885621898155,1580.704948850488,1802.9430220813322
53,53,1488.3069706575898,1602.3395608852998,1828.9020606339493
54,54,1508.1479858600578,1624.10022632693,1854.9800572921376
55,55,1528.1091184269717,1645.9877678121952,1881.1779229073882
56,56,1548.3030552877037,1668.1175610230603,1907.6106227050004
57,57,1568.8277758101583,1690.5877806412618,1934.3739261016144
58,58,1589.6364432240052,1713.3511619916703,1961.417664485173
59,59,1610.637649813633,1736.3158696522537,1988.6470985369137
60,60,1631.8068420958182,1759.4569226464193,2016.0343434234721
61,61,1653.1485211234265,1782.7784012108264,2043.5815652929746
62,62,1674.671983745645,1806.2892074200413,2071.2997110849965
63,63,1696.4007245308053,1830.0124477660552,2099.214921924482
64,64,1718.3433801950223,1853.9563711437318,2127.338481378636
65,65,1740.530871316185,1878.1515105706583,2155.703957176786
66,66,1763.0051474413212,1902.6391077768408,2184.354462866799
67,67,1785.748280723152,1927.3992452784823,2213.267301088939
68,68,1808.7236588542496,1952.3930008765226,2242.39960687476
69,69,1831.8872399316438,1977.5740230404977,2271.701085964685
70,70,1855.209837517315,2002.9108159647076,2301.1362998646296
71,71,1878.6689006929457,2028.37944902173,2330.678600552446
72,72,1902.3724212000209,2054.0902521095036,2360.440501582796
73,73,1926.4275980156951,2080.153692001749,2390.535878681187
74,74,1950.837632109949,2106.576237688047,2420.9746098325277
75,75,1975.5982950536145,2133.3569289681864,2451.759143876413
76,76,2000.6615923053178,2160.450251696269,2482.8462851747686
77,77,2025.908464807079,2187.7364752768613,2514.114259376649
78,78,2051.3320828907463,2215.20731063613,2545.55164312302
79,79,2076.985042933571,2242.9138948858085,2577.2064392894545
80,80,2102.8976555936915,2270.8850795385083,2609.104365202748
81,81,2129.0999825468116,2299.1494103421355,2641.2710642134844
82,82,2155.598806311327,2327.7119264396065,2673.7096000675356
83,83,2182.3635188683475,2356.5402196105674,2706.385820938767
84,84,2209.3857969725095,2385.6241664411205,2739.2878598633633
85,85,2236.649888854156,2414.9462150035824,2772.3964214209846
86,86,2264.146135870357,2444.495464917276,2805.699090449251
87,87,2291.844682098068,2474.243052215904,2839.1664028694186
88,88,2319.7291932963253,2504.174192992037,2872.783203375207
89,89,2347.8130488596153,2534.303816897611,2906.564050282203
90,90,2376.1022001634615,2564.6394254695406,2940.5160738546388
91,91,2404.608849579868,2595.194462785609,2974.652283680633
92,92,2433.333060530981,2625.96900047849,3008.9720638420636
93,93,2462.2885759577275,2656.976481209827,3043.4881062346108
94,94,2491.466854424318,2688.208063100377,3078.190818280333
95,95,2520.881640290911,2719.677189889277,3113.0928930875134
96,96,2550.5243936763127,2751.3750208850383,3148.1847394020847
97,97,2580.394003915748,2783.3001444133774,3183.4641950557393
98,98,2610.4967896098137,2815.4585778580777,3218.9365270068984
99,99,2640.8093569140415,2847.82662594437,3254.5772896240246
100,100,2671.3454547235765,2880.4177359193764,3290.39917986582
101,101,2702.0965478950743,2913.2230707717194,3326.3926105004057
102,102,2733.0615306629766,2946.2412226474867,3362.5554235206687
103,103,2764.2244415954206,2979.455927807778,3398.8706051009954
104,104,2795.584176993374,3012.8657800313836,3435.3359989989513
105,105,2827.132205829654,3046.4619455592083,3471.942021498515
106,106,2858.8599980808303,3080.2355914333734,3508.679089747798
107,107,2890.7590247010858,3114.177885479975,3545.537621740241
108,108,2922.8133292384246,3148.272567935794,3582.5006079395707
109,109,2955.0292411952105,3182.5256648208056,3619.573324650398
110,110,2987.3908058797997,3216.9209178031465,3656.7387638810887
111,111,3019.889526286833,3251.4495221346488,3693.987359158839
112,112,3052.524448635286,3286.110200326609,3731.317022848397
113,113,3085.287220009828,3320.894271685463,3768.7182520398487
114,114,3118.1694881131475,3355.793056041542,3806.1815443929245
115,115,3151.1629011970335,3390.7978736978375,3843.697398082978
116,116,3184.2665363415995,3425.907473727226,3881.263740095327
117,117,3217.472042682451,3461.113177217787,3918.8710694676033
118,118,3250.7636413379096,3496.398877218112,3956.502457232002
119,119,3284.140410387382,3531.7633237335217,3994.1558314083923
120,120,3317.5939997494697,3567.197838621568,4031.821691896666
121,121,3351.1160594631647,3602.693743890002,4069.4905387715085
122,122,3384.6908112714414,3638.234933296319,4107.145443878741
123,123,3418.317333609543,3673.820157351002,4144.78433583536
124,124,3451.9872764962192,3709.440738222564,4182.397714931374
125,125,3485.684861480899,3745.0805696971993,4219.968653086293
126,126,3519.4091666474474,3780.738402193552,4257.495078860756
127,127,3553.1444131726553,3816.398129330624,4294.960064021373
128,128,3586.8822503435044,3852.0510729527264,4332.354108562651
129,129,3620.6217555312146,3887.6959831093964,4369.67514068398
130,130,3654.3471491224927,3923.3167529905995,4406.906231721978
131,131,3688.0426657009652,3958.8972623055124,4444.030520664089
132,132,3721.714882568674,3994.443622390083,4481.053702666207
133,133,3755.340677830166,4029.93221770285,4517.951827133232
134,134,3788.9192143702053,4065.3617176030443,4554.723228357185
135,135,3822.434798128042,4100.715934618549,4591.35138378286
136,136,3855.886591532798,4135.993537872914,4627.834627432662
137,137,3889.2589001456013,4171.178339717108,4664.156436536302
138,138,3922.5434577619794,4206.261580819558,4700.307716618914
139,139,3955.724569771219,4241.227073511288,4736.271944844407
140,140,3988.808826625074,4276.080915238622,4772.054883466478
141,141,4021.7731054610736,4310.799490168824,4807.632581432714
142,142,4054.6091402859465,4345.3740393543085,4842.995944547359
143,143,4087.316093713526,4379.803232449941,4878.14330718731
144,144,4119.870843657493,4414.063454383958,4913.050718971802
145,145,4152.272553531481,4448.153375535164,4947.716514938497
146,146,4184.490673900021,4482.041953360104,4982.109317169625
147,147,4216.51694103626,4515.720430926323,5016.2200333242845
148,148,4248.335663629355,4549.172623594794,5050.032143319997
149,149,4279.931151244653,4582.382347454861,5083.529127766822
150,150,4311.2877144342465,4615.333419409493,5116.694468051821
151,151,4342.3823175071275,4648.002342410595,5149.504421584131
152,152,4373.221963419861,4680.395787795912,5181.96577416264
153,153,4403.791452401373,4712.4982564184975,5214.063231073238
154,154,4434.090442797912,4744.309106977835,5245.796355408714
155,155,4464.111166122202,4775.820271046456,5277.157283094634
156,156,4493.860712199237,4807.038538194387,5308.153008013019
157,157,4523.316459154182,4837.940985957041,5338.760811969429
158,158,4552.485500297286,4868.534406701668,5368.987691558544
159,159,4581.352645747843,4898.803309234536,5398.818359770423
160,160,4609.91013590298,4928.739632254812,5428.2449594433765
161,161,4638.135356446156,4958.320459350129,5457.244778258448
162,162,4666.020551798303,4987.537732436904,5485.809962178552
163,163,4693.557968457854,5016.383395091769,5513.932658778626
164,164,4720.7249983307565,5044.834535875287,5541.590160567952
165,165,4747.521320501875,5072.890530099426,5568.782046756134
166,166,4773.931759493288,5100.535898084348,5595.493041508269
167,167,4799.948570313797,5127.762590208868,5621.715298993663
168,168,4825.564010096596,5154.562558551511,5647.440975025044
169,169,4850.770338076336,5180.927756873435,5672.6622270394855
170,170,4875.5598155554535,5206.850140593011,5697.371214070906
171,171,4899.917277509693,5232.314238401971,5721.5526683639855
172,172,4923.849845934596,5257.326865624807,5745.21360873125
173,173,4947.3349313293265,5281.865125717708,5768.331342049558
174,174,4970.3648027242825,5305.920980313362,5790.89803330238
175,175,4992.9391592479815,5329.493820807017,5812.913277163223
176,176,5015.04302281877,5352.568365299047,5834.362087520209
177,177,5036.6695565976515,5375.137489760104,5855.238006392613
178,178,5057.804674680937,5397.186825058213,5875.527423200958
179,179,5078.4491492052975,5418.716859859374,5895.231585079997
180,180,5098.596325179625,5439.720655485959,5914.344311734189
181,181,5118.232120363183,5460.183845822296,5932.851995340359
182,182,5137.357310190964,5480.106922268162,5950.755885498242
183,183,5155.965242594943,5499.482948588633,5968.049804077404
184,184,5174.041837874436,5518.2975608132965,5984.720145113575
185,185,5191.587873616558,5536.551252185579,6000.768159755118
186,186,5208.589271165231,5554.2296596604365,6016.180242757946
187,187,5225.046808893493,5571.333277204922,6030.957645783387
188,188,5240.953837026304,5587.855170648603,6045.094192246015
189,189,5256.296277517279,5603.780977587082,6058.5762772146745
190,190,5271.0749089802775,5619.111192339293,6071.405152367443
191,191,5285.283081524448,5633.838880807024,6083.574640848953
192,192,5298.906716645813,5647.949680389538,6095.071137182981
193,193,5311.93916382591,5661.436656603653,6105.888463890683
194,194,5324.388628787452,5674.307731359086,6116.035299764278
195,195,5336.241031656402,5686.5485411383015,6125.498038045453
196,196,5347.497148635033,5698.159578685331,6134.27792811295
197,197,5358.157755232225,5709.141336249699,6142.376218725504
198,198,5368.223626203658,5719.494305538017,6149.7941579726685
199,199,5377.6732504509855,5729.196692622298,6156.510708182622
200,200,5386.5222577837385,5738.263844708636,6162.541972690591
201,201,5394.756718910392,5746.681610001623,6167.87465195013
202,202,5402.370752689706,5754.444124564478,6172.504119134073
203,203,5409.343775550477,5761.530882131798,6176.411201207254
204,204,5415.684916420146,5767.951089166672,6179.606437737547
205,205,5421.366161582785,5773.676809713836,6182.063225750069
206,206,5426.396638201354,5778.717248914883,6183.792103243714
207,207,5430.763187544587,5783.059326226065,6184.781322410512
208,208,5434.460078425546,5786.697388845763,6185.026563064908
209,209,5437.518720648285,5789.662925148249,6184.560646079579
210,210,5439.925953208249,5791.942852869495,6183.37182157352
211,211,5441.690899504463,5793.546374303253,6181.470624110629
212,212,5442.830110705021,5794.490119649092,6178.875016050437
213,213,5443.345280767529,5794.775862014241,6175.588102552855
214,214,5443.245531565423,5794.412802520356,6171.620416688013
215,215,5442.532556266489,5793.402713661754,6166.975062797722
216,216,5441.193191064148,5791.73251101588,6161.640288209331
217,217,5439.229128661554,5789.403966706305,6155.619196702224
218,218,5436.642061654759,5786.418852764703,6148.914891873412
219,219,5433.42625426572,5782.771512842823,6141.523048853211
220,220,5429.575970774397,5778.456290623949,6133.4393427204795
221,221,5425.100332298724,5773.4823865828075,6124.67430526635
222,222,5419.986175119472,5767.836716291218,6115.216183303741
223,223,5414.242620853596,5761.528480573236,6105.0755088263695
224,224,5407.878791470135,5754.566880504104,6094.262814011575
225,225,5400.896381000571,5746.9536891050775,6082.781202918981
226,226,5393.28965559259,5738.683251383277,6070.626351534143
227,227,5385.067738606984,5729.764769416443,6057.808792857053
228,228,5376.2323256047575,5720.200017329848,6044.331631882706
229,229,5366.792541076586,5709.9981980176035,6030.205402325974
230,230,5356.742653411552,5699.153658105455,6015.4257815878755
231,231,5346.091788307744,5687.675601357701,6000.003304165826
232,232,5334.84907207106,5675.573231974689,5983.948504954357
233,233,5323.008774903428,5662.840897882164,5967.257062537526
234,234,5310.572595931532,5649.480375763565,5949.9320842241295
235,235,5297.557091524158,5635.508299383425,5931.991534373872
236,236,5283.949105146916,5620.911589450635,5913.4236642632195
237,237,5269.772622459953,5605.714308727118,5894.253867196493
238,238,5255.021916100535,5589.910806823801,5874.477823304105
239,239,5239.706115709101,5573.510290242359,5854.10606958638
240,240,5223.826922793084,5556.514537256991,5833.141714797241
241,241,5207.386038982272,5538.925326189849,5811.587867721382
242,242,5190.40002262546,5520.759292029769,5789.462493794577
243,243,5172.870575277289,5502.018212943037,5766.768701615863
244,244,5154.79939827897,5482.703866879739,5743.509599555159
245,245,5136.203049332158,5462.832888174763,5719.703152355393
246,246,5117.09065731557,5442.41448239288,5695.359895978576
247,247,5097.456493796976,5421.442997870306,5670.4755091482375
248,248,5077.324542992772,5399.942495704736,5645.075383340226
249,249,5056.689074820852,5377.907322839373,5619.155195867413
250,250,5035.5666432050475,5355.354110398958,5592.732908216317
251,251,5013.9514714104525,5332.277220728037,5565.80414993892
252,252,4991.852460401949,5308.685940794688,5538.3792226159485
253,253,4969.271036890119,5284.582145254504,5510.46095236225
254,254,4946.2234826512295,5259.982564130439,5482.067020654066
255,255,4922.69636428335,5234.874212599165,5453.185394115853
256,256,4898.705959870095,5209.2738176841,5423.833751213776
257,257,4874.261117096259,5183.190676399116,5394.022340399951
258,258,4849.378109821305,5156.641512348706,5363.768836713189
259,259,4824.0657812589,5129.635618932566,5333.083484984242
260,260,4798.3478289155955,5102.197144307528,5301.991384798486
261,261,4772.2256627362285,5074.327949554225,5270.49534866346
262,262,4745.722975111539,5046.052178703834,5238.620472036591
263,263,4718.84859904317,5017.379116919911,5206.37699150817
264,264,4691.611364771145,4988.318047140296,5173.775141444531
265,265,4664.012671361847,4958.870821676984,5140.8177255893825
266,266,4636.061343358392,4929.046718875807,5107.514973725114
267,267,4607.773630742511,4898.862443084942,5073.884541643106
268,268,4579.150923857899,4868.319839582169,5039.929226073002
269,269,4550.194610097192,4837.420751263021,5005.651821373061
270,270,4520.913502251101,4806.174446988368,4971.062547880138
271,271,4491.331266869896,4774.6050499416215,4936.186480269516
272,272,4461.441854185362,4742.706967543746,4901.018977472725
273,273,4431.276353298436,4710.511746631354,4865.592537858668
274,274,4400.828708723728,4678.013789989158,4829.9025157693
275,275,4370.115147249701,4645.22978319569,4793.966548368778
276,276,4339.159321307036,4612.183837974883,4757.809698998665
277,277,4307.962595646521,4578.877778855089,4721.434743840751
278,278,4276.533760828335,4545.320856637474,4684.85188538944
279,279,4244.889033318961,4511.529748470246,4648.078752530117
280,280,4213.044627245622,4477.521129578812,4611.132972273607
281,281,4181.001897807429,4443.296816651227,4574.017313146067
282,282,4148.777054794007,4408.8734813299225,4536.749398685266
283,283,4116.38630600766,4374.267793606008,4499.346850839565
284,284,4083.8310006895586,4339.481565216856,4461.812433370253
285,285,4051.1273430504234,4304.531463147676,4424.163765357932
286,286,4018.284107351398,4269.426724682991,4386.411036258898
287,287,3985.3249230873184,4234.191442560506,4348.579291063886
288,288,3952.2511333678067,4198.82742332299,4310.671288654879
289,289,3919.071508449401,4163.343900821631,4272.69721531337
290,290,3885.809674214696,4127.764964667078,4234.682113176261
291,291,3852.47439889698,4092.0998469268698,4196.636166938119
292,292,3819.0670215519117,4056.3503505710064,4158.562132301474
293,293,3785.6037372245682,4020.5331346141916,4120.47762112372
294,294,3752.100740359232,3984.6648575023087,4082.400244808106
295,295,3718.5593682023664,3948.7473204937687,4044.3327576894685
296,296,3684.9958142995238,3912.7971811365965,4006.2927705155644
297,297,3651.4114151820195,3876.816239937279,3968.2830371199634
298,298,3617.829792197032,3840.82858217511,3930.32859624027
299,299,3584.2597098258384,3804.8434362068974,3892.4396298264805
300,300,3550.7099324440533,3768.8700302159314,3854.6263197933954
301,301,3517.1962585708634,3732.9246255807575,3816.9056786841506
302,302,3483.7329101061578,3697.021903491102,3779.2923281638036
303,303,3450.326286460946,3661.1687216888613,3741.792863888311
304,304,3416.990215426711,3625.379366207334,3704.4213099546255
305,305,3383.738524832889,3589.668123029384,3667.191690561007
306,306,3350.5701858437383,3554.0344213873414,3630.1031733088043
307,307,3317.506454696839,3518.499975506815,3593.1772109478497
308,308,3284.5537309292977,3483.0716428403834,3556.4203996114707
309,309,3251.7184140463423,3447.75628074577,3519.839335495676
310,310,3218.999475130286,3412.553318106338,3483.433186480398
311,311,3186.4255985427308,3377.4918970466297,3447.2308338454945
312,312,3153.9883267156406,3342.564017738436,3411.224017077009
313,313,3121.7089152400554,3307.7913935059664,3375.4341889722623
314,314,3089.5937626949535,3273.180880672465,3339.867945486141
315,315,3057.6418389226587,3238.7319068544402,3304.524454024744
316,316,3025.874398350672,3204.466184303201,3269.4251667861085
317,317,2994.297838157882,3170.39056809141,3234.5766789457243
318,318,2962.925983240393,3136.5193410996803,3199.993013641892
319,319,2931.7578010744705,3102.8519289004803,3165.673336858188
320,320,2900.799686680628,3069.3951847431335,3131.624242406858
321,321,2870.0803192381445,3036.1782461889647,3097.8746085621897
322,322,2839.5838068485323,3003.1856798948857,3064.408742842191
323,323,2809.3388266569777,2970.446621754213,3031.255522147373
324,324,2779.336912921767,2937.953064984493,2998.40668084644
325,325,2749.599312093402,2905.7267152238383,2965.883665870404
326,326,2720.124984295359,2873.7669920275066,2933.6856382068736
327,327,2690.927745014372,2842.088170572421,2901.826614602243
328,328,2662.013979996096,2810.6970965652813,2870.3131824674397
329,329,2633.390073549916,2779.600614557892,2839.151928190875
330,330,2605.069836862627,2748.8129962692533,2808.3568654581745
331,331,2577.052222920629,2718.3336555139354,2777.9271501782027
332,332,2549.351039893952,2688.17686158993,2747.8767938686206
333,333,2521.965237728842,2658.342025872615,2718.204950247592
334,334,2494.9086215533093,2628.8434152191485,2688.9256286360087
335,335,2468.194994992435,2599.695295280042,2660.0528372669605
336,336,2441.8233034951645,2570.8970738196,2631.58572660417
337,337,2415.7999194239405,2542.45558579656,2603.5308744207337
338,338,2390.131213754951,2514.3776650527384,2575.8948574859724
339,339,2364.8309844904275,2486.6775727111167,2548.6916799618484
340,340,2339.905600031551,2459.3621405320155,2521.927916757586
341,341,2315.353999262971,2432.4307709784016,2495.6027135935574
342,342,2291.1825483485645,2405.8902939900813,2469.7226437741783
343,343,2267.397612486747,2379.7475387151785,2444.294279918223
344,344,2243.998127675537,2354.001905249264,2419.3167656969126
345,345,2220.9904575375253,2328.6602214324153,2394.7966726300597
346,346,2198.3809651025404,2303.7293146021825,2370.740571838241
347,347,2176.1685845980105,2279.208583352641,2347.1476058011644
348,348,2154.359678296928,2255.104854349636,2324.0243451723427
349,349,2132.9680366713,2231.4323824503185,2301.3847888981404
350,350,2111.992593499878,2208.190565775983,2279.2280792902216
351,351,2091.446883750115,2185.3933667907468,2257.567790132229
352,352,2071.335991648233,2163.0461500325523,2236.408365495497
353,353,2051.6573178915964,2141.1465595920567,2215.74639613275
354,354,2032.4156921993583,2119.699668394485,2195.5859017314533
355,355,2013.6233734808982,2098.717978331867,2175.938331045881
356,356,1995.2703366020783,2078.1917069935635,2156.7928486274695
357,357,1977.3614143015172,2058.125929547524,2138.153476705891
358,358,1959.9014406518365,2038.525722167463,2120.0242386160107
359,359,1942.887822866866,2019.388733807178,2102.4017305719267
360,360,1926.3179698040863,2000.7126146715007,2085.2825501375773
361,361,1910.1967204608648,1982.5024446826458,2068.6707246926685
362,362,1894.5214874128528,1964.7558768905335,2052.562854842452
363,363,1879.3045419957198,1947.4854226284212,2036.970399572712
364,364,1864.528444325942,1930.6738815097601,2021.8751062458246
365,365,1850.2128985659795,1914.3411966717213,2007.2958658433502
366,366,1836.3478978749442,1898.4775997066636,1993.2218578963882
367,367,1822.9382946024916,1883.0881808393567,1979.6571206615197
368,368,1809.9815153194688,1868.1706039436035,1966.5982661359487
369,369,1797.474989238214,1853.7225349512182,1954.0419084648045
370,370,1785.4310049714784,1839.7564986023783,1941.999520689603
371,371,1773.8321404775422,1826.2553083849568,1930.4528646854696
372,372,1762.690689896936,1813.2314933682464,1919.4134179925234
373,373,1751.9966651235293,1800.6752997738158,1908.8703753841735
374,374,1741.7549375668375,1788.5918327403233,1898.8277906291212
375,375,1731.9555247504911,1776.9713429271535,1889.2748630919648
376,376,1722.6033037014147,1765.8189399113583,1880.2156511268602
377,377,1713.7031542265702,1755.139735474647,1871.654215361005
378,378,1705.237673829002,1744.9165585320459,1863.572333619552
379,379,1697.2191761164531,1735.1619535553489,1855.981499345093
380,380,1689.6451206474308,1725.8736104360949,1848.8783514564507
381,381,1682.5055412204063,1717.0417927935734,1842.2521026522832
382,382,1675.8053308556507,1708.6716229771753,1836.1068244088342
383,383,1669.5419566685177,1700.7607969617045,1830.4391618704574
384,384,1663.7054597872807,1693.2995842885473,1825.238333785818
385,385,1658.2933119661807,1686.2856847031298,1820.500989140222
386,386,1653.3104154936198,1679.724228088382,1816.2312070838059
387,387,1648.7542463964744,1673.6129176949416,1812.4256401563325
388,388,1644.60742599225,1667.9346017195878,1809.0660858601118
389,389,1640.8748625413336,1662.6944149839273,1806.1566283330678
390,390,1637.5540377465866,1657.8900654603287,1803.6939248689907
391,391,1634.6424350047664,1653.5192625493758,1801.6746341892467
392,392,1632.1226826087552,1649.5648603075676,1800.0805596647015
393,393,1630.0071237542977,1646.0394274787677,1798.9232193413761
394,394,1628.2783896466628,1642.9258206245806,1798.1844190650402
395,395,1626.933969515117,1640.2217541613552,1797.8608225124574
396,396,1625.9713538305398,1637.9249435989404,1797.9490944244271
397,397,1625.38060587921,1636.025677134052,1798.4384721935123
398,398,1625.1666467442394,1634.5291006495538,1799.3330508577592
399,399,1625.3195418425478,1633.4255042674015,1800.6220696481946
400,400,1625.8367859214702,1632.7126073592144,1802.3021969940687
401,401,1626.7160815429804,1632.3882690372357,1804.37028217179
402,402,1627.9485313371888,1632.4434764021628,1806.8164670371987
403,403,1629.5328740343393,1632.8767845977657,1809.6385025858622
404,404,1631.4678492159237,1633.6867495720849,1812.8341405464437
405,405,1633.737340605346,1634.8570713707086,1816.3862766695147
406,406,1636.3400894697263,1636.386307538805,1820.2926641253284
407,407,1639.274837929829,1638.2730164288996,1824.5510568075595
408,408,1642.5329006297538,1640.508328866077,1829.1517809946981
409,409,1646.0981647662043,1643.0759481704638,1834.0777353689555
410,410,1649.984231878033,1645.9892919377767,1839.3415327934767
411,411,1654.1601343907103,1649.217208572666,1844.9112168425918
412,412,1658.6394758745091,1652.7731175337617,1850.799402044011
413,413,1663.4135759551277,1656.6481542292745,1856.996418771817
414,414,1668.4737554344006,1660.8334551209496,1863.492598348055
415,415,1673.80390801643,1665.3127294318633,1870.2708447484013
416,416,1679.4176421409056,1670.0994009600086,1877.3437764138487
417,417,1685.2914259178247,1675.1697529920716,1884.686871162819
418,418,1691.4314423707808,1680.529783524767,1892.305321411037
419,419,1697.8215910794427,1686.1632068845552,1900.1820357900103
420,420,1704.4680583775587,1692.0760239023073,1908.3222093206389
421,421,1711.3547473493054,1698.251951885944,1916.708753384994
422,422,1718.4729913285182,1704.6821380958224,1925.3320092010097
423,423,1725.8289823465907,1711.3725881688815,1934.1971762460935
424,424,1733.4066294773233,1718.3070244400535,1943.2871705781488
425,425,1741.197272331512,1725.476599413959,1952.5923383070003
426,426,1749.199681147068,1732.8798958329048,1962.1104556622379
427,427,1757.3903434737608,1740.4932133404807,1971.8170156567544
428,428,1765.7828910556723,1748.3299953440628,1981.7246549492659
429,429,1774.346388052758,1756.359117217822,1991.8014420473942
430,430,1783.0796146107116,1764.5791698556031,2002.0451608606768
431,431,1791.981353519606,1772.988746314358,2012.4535973441343
432,432,1801.0355335646184,1781.5715851515663,2023.0096828358614
433,433,1810.2483713194458,1790.3337122074286,2033.7186358393697
434,434,1819.5963727270869,1799.2514421766211,2044.5559635954733
435,435,1829.085759924251,1808.3308054259958,2055.5268889000913
436,436,1838.707901151718,1817.5629779006408,2066.6217800103523
437,437,1848.4541674558152,1826.9391378235478,2077.831007344254
438,438,1858.3159326782575,1836.4504656861877,2089.14494347115
439,439,1868.2920017849328,1846.0955725806152,2100.561391443686
440,440,1878.3663257823048,1855.8582151217897,2112.0632997198586
441,441,1888.530286723938,1865.729580462615,2123.641047177694
442,442,1898.7678409544963,1875.6934295490282,2135.2775863698635
443,443,1909.0778040938912,1885.7483821177607,2146.970728520866
444,444,1919.4441375588567,1895.8782032339964,2158.703430063991
445,445,1929.8582335257918,1906.0740882726805,2170.4660776218084
446,446,1940.3114864825627,1916.3272344910665,2182.249059577786
447,447,1950.7952931210157,1926.6288409441377,2194.0427659906627
448,448,1961.3159089210267,1936.9849650935962,2205.8524452022803
449,449,1971.8573062744947,1947.379380958677,2217.661061987118
450,450,1982.4108877539798,1957.803292413311,2229.459010848088
451,451,1992.9759260053786,1968.2557514063797,2241.2446783517307
452,452,2003.5534553480973,1978.7374844858105,2253.0187020000035
453,453,2014.1226664782428,1989.227352641837,2264.7599977226523
454,454,2024.6850363835492,1999.726502957949,2276.469767410046
455,455,2035.2271864340748,2010.2212267358486,2288.1343570363706
456,456,2045.743167272473,2020.7052444205056,2299.747541582888
457,457,2056.2270303017895,2031.172277123041,2311.3030965589933
458,458,2066.6653991727408,2041.6086181431795,2322.787369522824
459,459,2077.0448979719226,2052.000561192501,2334.1867083026787
460,460,2087.381864462155,2062.364113669476,2345.517174270235
461,461,2097.648066421613,2072.6707130327363,2356.7502587120366
462,462,2107.8672700419156,2082.94379523254,2367.909451259234
463,463,2118.0112428735215,2093.1547976885836,2378.966242863732
464,464,2128.1037505830072,2103.327156078556,2389.944122585175
465,465,2138.116559909016,2113.4323073240407,2400.814580575375
466,466,2148.066007081335,2123.486258038065,2411.5936765245124
467,467,2157.93871419128,2133.475300922323,2422.267756057141
468,468,2167.7213024732378,2143.3857280737834,2432.823164037733
469,469,2177.4152488938894,2153.218687597103,2443.2611011821896
470,470,2187.0071726485958,2162.960470122196,2453.5679105746935
471,471,2196.483691768308,2172.5973654302697,2463.7299342932115
472,472,2205.846279735834,2182.1305190870594,2473.7483700424073
473,473,2215.081552010165,2191.546218981943,2483.6095576926464
474,474,2224.1909793625255,2200.845608676554,2493.3146926287204
475,475,2233.168602770451,2210.0224023091887,2502.857540654608
