,l,ClTT0,ClTT033,ClTT067,ClTT1
50,50,1422.9968723955544,1434.8627650917394,1456.6705778844446,1537.922017985106
51,51,1443.3040233945374,1455.370075952549,1477.5026076611741,1559.210423926031
52,52,1463.8154340646836,1476.086875814707,1498.5580964043786,1580.704948850488
53,53,1484.459644496208,1496.9435353485826,1519.7672470759994,1602.3395608852998
54,54,1505.2171927563597,1517.9224232075987,1541.1122606375893,1624.10022632693
55,55,1526.0834729992941,1539.020764145365,1562.5901941807167,1645.9877678121952
56,56,1547.1700998205981,1560.3513585829494,1584.3134298330187,1668.1175610230603
57,57,1568.5781572821732,1582.0138972575185,1606.380237396728,1690.5877806412618
58,58,1590.2649573714248,1603.9636540714812,1628.7442192330889,1713.3511619916703
59,59,1612.1432408485684,1626.111331740657,1651.3144065966824,1736.3158696522537
60,60,1634.1926023888627,1648.4344869426113,1674.0666847950247,1759.4569226464193
61,61,1656.4201925239051,1670.938791852271,1697.0057150129905,1782.7784012108264
62,62,1678.83196388382,1693.630959155183,1720.139840170599,1806.2892074200413
63,63,1701.4465680782955,1716.530960167558,1743.4913222172147,1830.0124477660552
64,64,1724.2677984282886,1739.6439079836587,1767.0675650086625,1853.9563711437318
65,65,1747.3217316570958,1762.9971991706034,1790.8982560090187,1878.1515105706583
66,66,1770.6461256105476,1786.6296320943952,1815.0239424390695,1902.6391077768408
67,67,1794.2214707748833,1810.5216202483941,1839.424618059116,1927.3992452784823
68,68,1818.0102253001155,1834.63526547058,1864.0614229404887,1952.3930008765226
69,69,1841.9674172225555,1858.9252395647115,1888.8880672727983,1977.5740230404977
70,70,1866.0629295194165,1883.3610693556132,1913.8731164206515,2002.9108159647076
71,71,1890.2745470754178,1907.920085612212,1938.9926922072011,2028.37944902173
72,72,1914.715664566606,1932.7148367999557,1964.357143746394,2054.0902521095036
73,73,1939.5001502988546,1957.8582470489478,1990.0769483283925,2080.153692001749
74,74,1964.6378740594207,1983.3592420473406,2016.1585849496075,2106.576237688047
75,75,1990.1312757369597,2009.2193176589817,2042.6011029261767,2133.3569289681864
76,76,2015.9363108401906,2035.3939693303266,2069.358687759383,2160.450251696269
77,77,2041.9269987612136,2061.758692023776,2096.31007045396,2187.7364752768613
78,78,2068.0868700543106,2088.2989758191375,2123.4451137213778,2215.20731063613
79,79,2094.4588808995177,2115.0597364817236,2150.813106076344,2242.9138948858085
80,80,2121.063701365122,2142.0636037201243,2178.441050085956,2270.8850795385083
81,81,2147.9247238295784,2169.335147726137,2206.3565577631844,2299.1494103421355
82,82,2175.0539478056776,2196.8844183628157,2234.5673963336244,2327.7119264396065
83,83,2202.4289536264355,2224.6862644755347,2263.0448009476654,2356.5402196105674
84,84,2230.049606135017,2252.7378194530743,2291.78229136801,2385.6241664411205
85,85,2257.908341423157,2281.0287879601465,2320.7659586912137,2414.9462150035824
86,86,2286.0017477827178,2309.553689433174,2349.987434916424,2444.495464917276
87,87,2314.2984531266998,2338.281733145871,2379.4159462520897,2474.243052215904
88,88,2342.778666199722,2367.1943717632853,2409.0336884064627,2504.174192992037
89,89,2371.4523093063926,2396.3027715141857,2438.852570664822,2534.303816897611
90,90,2400.321876694944,2425.6106705690695,2468.8770742566835,2564.6394254695406
91,91,2429.396920837648,2455.1285806071096,2499.118204858133,2595.194462785609
92,92,2458.6780842035105,2484.8569644595354,2529.57592306273,2625.96900047849
93,93,2488.1804960801005,2514.810487050835,2560.2641424756785,2656.976481209827
94,94,2517.8970014847628,2544.9815290135966,2591.174492373953,2688.208063100377
95,95,2547.84273136982,2575.3847568896867,2622.320887899297,2719.677189889277
96,96,2578.0105326159496,2606.0125531200747,2653.694960040628,2751.3750208850383
97,97,2608.4006815185553,2636.8647295281266,2685.295769110761,2783.3001444133774
98,98,2639.0208838630565,2667.948527392356,2717.1298048134527,2815.4585778580777
99,99,2669.849133238368,2699.2414757579013,2749.1738445501273,2847.82662594437
100,100,2700.9005662429295,2730.758246641126,2781.441808620692,2880.4177359193764
101,101,2732.1680357252694,2762.4912282693335,2813.9253334604796,2913.2230707717194
102,102,2763.6518242161856,2794.4402385127055,2846.6234850704245,2946.2412226474867
103,103,2795.337358897742,2826.5902398536346,2879.520473985689,2979.455927807778
104,104,2827.224925012633,2858.9410527970376,2912.615368686289,3012.8657800313836
105,105,2859.3073808105755,2891.4850708182826,2945.899810546367,3046.4619455592083
106,106,2891.5775858847674,2924.21468870175,2979.365442175107,3080.2355914333734
107,107,2924.0284011475237,2957.122302519147,3013.003907398372,3114.177885479975
108,108,2956.6452604455767,2990.192881248002,3046.7994228814728,3148.272567935794
109,109,2989.4358839171123,3023.433680132424,3080.75849149508,3182.5256648208056
110,110,3022.3857078374704,3056.829670532978,3114.8653321710967,3216.9209178031465
111,111,3055.487431230221,3090.373129871935,3149.1115384493587,3251.4495221346488
112,112,3088.7405156119307,3124.0632713716823,3183.495914007587,3286.110200326609
113,113,3122.136828404223,3157.8917574835123,3218.0097803141784,3320.894271685463
114,114,3155.668237933135,3191.8502515630976,3252.644459717611,3355.793056041542
115,115,3189.326613344823,3225.9304177920967,3287.3912753771024,3390.7978736978375
116,116,3223.1112528681824,3260.131349446875,3322.248979540744,3425.907473727226
117,117,3257.0140270245006,3294.4447121143767,3357.208896771031,3461.113177217787
118,118,3291.0193785364795,3328.8547436074546,3392.2549238699935,3496.398877218112
119,119,3325.126607288028,3363.3605389309714,3427.38581485515,3531.7633237335217
120,120,3359.3275851836916,3397.9537651474984,3462.592895834991,3567.197838621568
121,121,3393.614184411347,3432.6260896461677,3497.867493287455,3602.693743890002
122,122,3427.9708490077696,3467.361751714227,3533.193505640832,3638.234933296319
123,123,3462.3968798296346,3502.159847513806,3568.5696882595034,3673.820157351002
124,124,3496.8841494285025,3537.0120449623764,3603.9873683329115,3709.440738222564
125,125,3531.4171019830183,3571.902583670086,3639.430444820826,3745.0805696971993
126,126,3565.995038289251,3606.8305599348428,3674.897673455693,3780.738402193552
127,127,3600.602402307537,3641.780213293453,3710.372953300312,3816.398129330624
128,128,3635.2310661701135,3676.743211533067,3745.8476117649598,3852.0510729527264
129,129,3669.8803301477496,3711.718650661074,3781.3204045820944,3887.6959831093964
130,130,3704.534637575971,3746.6907698340406,3816.775230739106,3923.3167529905995
131,131,3739.178668294983,3781.6439876226927,3852.1960757077345,3958.8972623055124
132,132,3773.8203339542265,3816.585725786856,3887.589556105613,3994.443622390083
133,133,3808.438069316722,3851.4938721116805,3922.932661648211,4029.93221770285
134,134,3843.0325939818163,3886.3685993075474,3958.224667086555,4065.3617176030443
135,135,3877.5897706684004,3921.1952232927115,3993.449990488166,4100.715934618549
136,136,3912.1103186622468,3955.9739166393883,4028.607906680239,4135.993537872914
137,137,3946.5801004731043,3990.6899952288813,4063.6828339006906,4171.178339717108
138,138,3980.9924069550516,4025.3362033692783,4098.666618910596,4206.261580819558
139,139,4015.3331006867475,4059.89785717237,4133.543680364695,4241.227073511288
140,140,4049.610329463887,4094.3825580420894,4168.320722292287,4276.080915238622
141,141,4083.802527949028,4128.768194319685,4202.9747357337765,4310.799490168824
142,142,4117.902987884142,4163.047511490996,4237.497568938268,4345.3740393543085
143,143,4151.912429860124,4197.22068395009,4271.88849911655,4379.803232449941
144,144,4185.809290043422,4231.265601719471,4306.124519149728,4414.063454383958
145,145,4219.5942904120975,4265.182440679222,4340.204907805923,4448.153375535164
146,146,4253.238440444604,4298.941664248363,4374.099231408456,4482.041953360104
147,147,4286.735035716928,4332.536021974195,4407.799342411309,4515.720430926323
148,148,4320.069944650768,4365.95083627229,4441.289666124662,4549.172623594794
149,149,4353.229037015565,4399.171430920039,4474.5546291934825,4582.382347454861
150,150,4386.198184081708,4432.183131201108,4507.578659726663,4615.333419409493
151,151,4418.955627840942,4464.963713286946,4540.338772213458,4648.002342410595
152,152,4451.50851516178,4497.520178893179,4572.841748815733,4680.395787795912
153,153,4483.841507236047,4529.83712420698,4605.072101627857,4712.4982564184975
154,154,4515.954124059427,4561.9140041884875,4637.0292014117795,4744.309106977835
155,155,4547.838459522602,4593.742847652864,4668.704992663461,4775.820271046456
156,156,4579.501466597958,4625.330542448072,4700.10627877529,4807.038538194387
157,157,4610.920387367043,4656.654265473569,4731.210152039789,4837.940985957041
158,158,4642.102179943361,4687.720909594588,4762.023420549416,4868.534406701668
159,159,4673.031520132276,4718.515085293838,4792.53060983433,4898.803309234536
160,160,4703.7005149335355,4749.028834166173,4822.723676343833,4928.739632254812
161,161,4734.086417581032,4779.239343950898,4852.579722466218,4958.320459350129
162,162,4764.181341022492,4809.138662004497,4882.090709989865,4987.537732436904
163,163,4793.977401285155,4838.718838659802,4911.248603451747,5016.383395091769
164,164,4823.451860828309,4867.957070572604,4940.030513474342,5044.834535875287
165,165,4852.604270333935,4896.852842506928,4968.435838542289,5072.890530099426
166,166,4881.419326980819,4925.390785604391,4996.449123264232,5100.535898084348
167,167,4909.889159506338,4953.5629624418625,5024.062343424125,5127.762590208868
168,168,4938.005899852753,4981.3614386742975,5051.267477618885,5154.562558551511
169,169,4965.761683149215,5008.778283013937,5078.05650723364,5180.927756873435
170,170,4993.1486476792825,5035.805567195708,5104.42141640439,5206.850140593011
171,171,5020.151506483916,5062.427937578771,5130.346763618044,5232.314238401971
172,172,5046.777260701702,5088.652328485987,5155.8393950516,5257.326865624807
173,173,5073.003201042767,5114.455963677731,5180.876446046881,5281.865125717708
174,174,5098.821477802887,5139.830926366565,5205.44991112729,5305.920980313362
175,175,5124.2316724134025,5164.776730768354,5229.559215552167,5329.493820807017
176,176,5149.218646172394,5189.278187577511,5253.189113391604,5352.568365299047
177,177,5173.775226853327,5213.328140804844,5276.3325221553905,5375.137489760104
178,178,5197.886950191925,5236.912159040569,5298.975116276643,5397.186825058213
179,179,5221.554210902202,5260.030669731504,5321.117428801012,5418.716859859374
180,180,5244.769977476511,5282.676673985035,5342.752566198733,5439.720655485959
181,181,5267.519792029574,5304.8357464174915,5363.866208221818,5460.183845822296
182,182,5289.804055187688,5326.508320048026,5384.45889280743,5480.106922268162
183,183,5311.615740872041,5347.68740108696,5404.523730876272,5499.482948588633
184,184,5332.940396129673,5368.358568772021,5424.046406179313,5518.2975608132965
185,185,5353.778426013351,5388.522260253682,5443.027460194005,5536.551252185579
186,186,5374.115380009128,5408.164057028354,5461.452578568571,5554.2296596604365
187,187,5393.951665266625,5427.284398174372,5479.322304369272,5571.333277204922
188,188,5413.280261379583,5445.876295138259,5496.629752877968,5587.855170648603
189,189,5432.086720220376,5463.925331574956,5513.360611443579,5603.780977587082
190,190,5450.371450829759,5481.431948243153,5529.515424388491,5619.111192339293
191,191,5468.127434210724,5498.389157804596,5545.087307818661,5633.838880807024
192,192,5485.340223179844,5514.78254468067,5560.061949490628,5647.949680389538
193,193,5502.002798926921,5530.605121617012,5574.432465386077,5661.436656603653
194,194,5518.122999233118,5545.864757906312,5588.206827944051,5674.307731359086
195,195,5533.6863765972585,5560.5470375189,5601.370724200307,5686.5485411383015
196,196,5548.693339875076,5574.652400745889,5613.924697438494,5698.159578685331
197,197,5563.144297477874,5588.18128740127,5625.869290399509,5709.141336249699
198,198,5577.03965728343,5601.134136735776,5637.205045201766,5719.494305538017
199,199,5590.357541508413,5613.489102311734,5647.910218221546,5729.196692622298
200,200,5603.1132134461795,5625.261478742752,5658.0002068372205,5738.263844708636
201,201,5615.292157106731,5636.4368601458955,5667.460836434735,5746.681610001623
202,202,5626.887023460289,5647.008322818673,5676.285928736359,5754.444124564478
203,203,5637.875540830711,5656.954099199935,5684.45459011385,5761.530882131798
204,204,5648.26515014118,5666.282134304226,5691.975639473518,5767.951089166672
205,205,5658.026149762435,5674.963230568969,5698.820753102821,5773.676809713836
206,206,5667.165979028144,5683.005331368189,5704.998748182484,5778.717248914883
207,207,5675.669791457749,5690.394094233136,5710.496156004482,5783.059326226065
208,208,5683.530168193701,5697.122604286726,5715.306935402891,5786.697388845763
209,209,5690.776831449435,5703.221087688171,5719.462186193983,5789.662925148249
210,210,5697.394932713547,5708.67519983331,5722.948437371119,5791.942852869495
211,211,5703.3919079680945,5713.49288056855,5725.774502312453,5793.546374303253
212,212,5708.782621062287,5717.689497559776,5727.956622142811,5794.490119649092
213,213,5713.567078743077,5721.2655613177285,5729.496180751375,5794.775862014241
214,214,5717.752715793281,5724.229010330553,5730.401989915908,5794.412802520356
215,215,5721.339538423346,5726.580354449688,5730.675432679802,5793.402713661754
216,216,5724.312696017058,5728.305246629405,5730.303035082353,5791.73251101588
217,217,5726.672194630941,5729.404196419851,5729.286179642194,5789.403966706305
218,218,5728.4180403933415,5729.87771335961,5727.626248740009,5786.418852764703
219,219,5729.542811253668,5729.718878718307,5725.317196351172,5782.771512842823
220,220,5730.03908543073,5728.9207739382955,5722.3529764774175,5778.456290623949
221,221,5729.914298208656,5727.491337423934,5718.742399926192,5773.4823865828075
222,222,5729.153600277136,5725.4162228752475,5714.47199263458,5767.836716291218
223,223,5727.764427919224,5722.703369469327,5709.55056584122,5761.528480573236
224,224,5725.7542180405335,5719.360716883286,5703.986931100216,5754.566880504104
225,225,5723.12297989142,5715.388777010469,5697.782471988751,5746.9536891050775
226,226,5719.863295130806,5710.7806340186235,5690.9311441572745,5738.683251383277
227,227,5715.982602931162,5705.544229449579,5683.441760421859,5729.764769416443
228,228,5711.4809149714265,5699.680077207286,5675.315705745698,5720.200017329848
229,229,5706.3656721698,5693.1961202861885,5666.561793961781,5709.9981980176035
230,230,5700.629459653139,5686.08544573671,5657.173982733595,5699.153658105455
231,231,5694.27972016532,5678.355998070245,5647.161086956337,5687.675601357701
232,232,5687.323897360791,5670.01572254992,5636.531922044937,5675.573231974689
233,233,5679.754579084347,5661.057708468206,5625.280447210031,5662.840897882164
234,234,5671.57178238814,5651.482474162387,5613.4080504729345,5649.480375763565
235,235,5662.790381833926,5641.30539531593,5600.93097696771,5635.508299383425
236,236,5653.395539329274,5630.512134794499,5587.835758779052,5620.911589450635
237,237,5643.409559203294,5619.125497722169,5574.146070021608,5605.714308727118
238,238,5632.825032963808,5607.138576239778,5559.855871602638,5589.910806823801
239,239,5621.649409294543,5594.559319503989,5544.9739812266225,5573.510290242359
240,240,5609.882708886766,5581.388248521479,5529.501788236171,5556.514537256991
241,241,5597.524952659159,5567.625884372049,5513.440681843038,5538.925326189849
242,242,5584.5910183158485,5553.2876047705395,5496.8069076990805,5520.759292029769
243,243,5571.080926791615,5538.373930516567,5479.6018543561295,5502.018212943037
244,244,5556.994698788139,5522.885382035908,5461.826909818558,5482.703866879739
245,245,5542.347211300769,5506.837335912973,5443.498318087921,5462.832888174763
246,246,5527.145912385599,5490.237739664152,5424.624893949373,5442.41448239288
247,247,5511.383392619742,5473.079683204851,5405.20059445263,5421.442997870306
248,248,5495.081955007251,5455.385968762623,5385.249088839781,5399.942495704736
249,249,5478.234187976705,5437.149683882407,5364.764331565858,5377.907322839373
250,250,5460.854963628994,5418.386199682305,5343.762560570555,5355.354110398958
251,251,5442.936884351141,5399.088622737928,5322.237745318404,5332.277220728037
252,252,5424.487475125006,5379.265003186301,5300.198783337758,5308.685940794688
253,253,5405.506847505709,5358.915982926434,5277.647160020132,5284.582145254504
254,254,5386.009967546463,5338.057058290857,5254.599215169547,5259.982564130439
255,255,5365.982085495964,5316.674009752024,5231.04157272623,5234.874212599165
256,256,5345.438162403985,5294.782328536942,5206.990567398504,5209.2738176841
257,257,5324.385728179731,5272.3900746945355,5182.455102747292,5183.190676399116
258,258,5302.83973810928,5249.512733622018,5157.451507729352,5156.641512348706
259,259,5280.807715980564,5226.158359198661,5131.988679847591,5129.635618932566
260,260,5258.31203896932,5202.349858680347,5106.09037006171,5102.197144307528
261,261,5235.352795733862,5178.087850802698,5079.758040906899,5074.327949554225
262,262,5211.95235637443,5153.395235748493,5053.015436476204,5046.052178703834
263,263,5188.118230552549,5128.280053274765,5025.871440561875,5017.379116919911
264,264,5163.857924075715,5102.750339304841,4998.334933260885,4988.318047140296
265,265,5139.171510445624,5076.806697483526,4970.407362542759,4958.870821676984
266,266,5114.06648747206,5050.45715579748,4942.097600881698,4929.046718875807
267,267,5088.557777201676,5023.717166510037,4913.421945202194,4898.862443084942
268,268,5062.645440811782,4996.587321060512,4884.3818317881605,4868.319839582169
269,269,5036.329535271398,4969.068206730269,4854.978692957777,4837.420751263021
270,270,5009.617541668176,4941.167834974105,4825.221385402638,4806.174446988368
271,271,4982.531793551447,4912.909069767248,4795.133618541423,4774.6050499416215
272,272,4955.064906839485,4884.285057516011,4764.709384436189,4742.706967543746
273,273,4927.246634996278,4855.326082237387,4733.979812976527,4710.511746631354
274,274,4899.06958556885,4826.0252820987025,4702.938888422743,4678.013789989158
275,275,4870.5486470439555,4796.398076276086,4671.602876266816,4645.22978319569
276,276,4841.706132216479,4766.46730832413,4639.9954666035965,4612.183837974883
277,277,4812.542064870825,4736.23353285808,4608.118060813547,4578.877778855089
278,278,4783.063893276986,4705.704729050214,4575.979485058798,4545.320856637474
279,279,4753.286490297337,4674.896300736533,4543.595990388661,4511.529748470246
280,280,4723.224725153892,4643.8236481835065,4510.983824504444,4477.521129578812
281,281,4692.8786068549625,4612.487311513863,4478.144375182577,4443.296816651227
282,282,4662.262997731738,4580.902684241988,4445.09388380674,4408.8734813299225
283,283,4631.392756880636,4549.085156714811,4411.848588804935,4374.267793606008
284,284,4600.267883611586,4517.03525955841,4378.409869091792,4339.481565216856
285,285,4568.903231002478,4484.768377230583,4344.79395761652,4304.531463147676
286,286,4537.306221005142,4452.292463124855,4311.009656461975,4269.426724682991
287,287,4505.499129654803,4419.630324777849,4277.080622046952,4234.191442560506
288,288,4473.481945478098,4386.782482275226,4243.008223526938,4198.82742332299
289,289,4441.262083052585,4353.756881809139,4208.801256346414,4163.343900821631
290,290,4408.861811513399,4320.5763241829045,4174.483370738486,4127.764964667078
291,291,4376.288541305251,4287.248751561176,4140.063358470216,4092.0998469268698
292,292,4343.542252681002,4253.774675966862,4105.54258133502,4056.3503505710064
293,293,4310.637780894862,4220.1694644729105,4070.937256340304,4020.5331346141916
294,294,4277.589959637297,4186.448482636091,4036.263599137591,3984.6648575023087
295,295,4244.398764461857,4152.612237923009,4001.522967445434,3948.7473204937687
296,296,4211.079026304366,4118.6760932288735,3966.731574565722,3912.7971811365965
297,297,4177.630718190144,4084.640553584686,3931.890776089103,3876.816239937279
298,298,4144.076097082653,4050.5284080063084,3897.0242117430607,3840.82858217511
299,299,4110.422562218123,4016.3475878299823,3862.1406637272644,3804.8434362068974
300,300,4076.6775118798428,3982.106023488003,3827.248913489945,3768.8700302159314
301,301,4042.8557620502907,3947.8189574349763,3792.364868426091,3732.9246255807575
302,302,4008.972088831206,3913.501169386954,3757.5032284301465,3697.021903491102
303,303,3975.033829406369,3879.1598944706025,3722.6709627376786,3661.1687216888613
304,304,3941.0557485232302,3844.8097954361865,3687.882468372507,3625.379366207334
305,305,3907.0526101511964,3810.465534319972,3653.1521418145703,3589.668123029384
306,306,3873.0243207765407,3776.126915743822,3618.479522305943,3554.0344213873414
307,307,3838.9930711362013,3741.816028654217,3583.88643359724,3518.499975506815
308,308,3804.966194436589,3707.540104546823,3549.3798421804886,3483.0716428403834
309,309,3770.9510230121714,3673.3063741313604,3514.966713963203,3447.75628074577
310,310,3736.9474599219366,3639.1146389348337,3480.646585881662,3412.553318106338
311,311,3702.9851206367157,3604.9944129960936,3446.4487076063206,3377.4918970466297
312,312,3669.056477813183,3570.938067647508,3412.3651863350674,3342.564017738436
313,313,3635.1837163634586,3536.9676865926317,3378.4178418831566,3307.7913935059664
314,314,3601.374163263064,3503.0904957225835,3344.613636512435,3273.180880672465
315,315,3567.627715803809,3469.3062913776666,3310.9521032063417,3238.7319068544402
316,316,3533.9665548917856,3435.6371536543593,3277.45505899069,3204.466184303201
317,317,3500.398003188627,3402.090304555789,3244.129463098292,3170.39056809141
318,318,3466.9368100516035,3368.6803929411954,3210.9897019327987,3136.5193410996803
319,319,3433.5828663702955,3335.407209372088,3178.0353039293836,3102.8519289004803
320,320,3400.343489504196,3302.2779710593745,3145.273224516442,3069.3951847431335
321,321,3367.2482798708093,3269.322178460987,3112.7327027277233,3036.1782461889647
322,322,3334.282265683095,3236.52476002878,3080.3984059635677,3003.1856798948857
323,323,3301.4750430455756,3203.915212313979,3048.2995701104337,2970.446621754213
324,324,3268.8190639994277,3171.485888021426,3016.4282876088328,2937.953064984493
325,325,3236.336491578574,3139.2588510745954,2984.8063625315754,2905.7267152238383
326,326,3204.0272012690134,3107.23387808355,2953.433312064372,2873.7669920275066
327,327,3171.905922679573,3075.425600023981,2922.323508196858,2842.088170572421
328,328,3139.979954420204,3043.8412171233895,2891.4838926199877,2810.6970965652813
329,329,3108.256592391855,3012.4879271584064,2860.921405033729,2779.600614557892
330,330,3076.7505580878974,2981.380353763167,2830.650411464883,2748.8129962692533
331,331,3045.4617135069716,2950.518261348584,2800.6704191947897,2718.3336555139354
332,332,3014.40477453078,2919.9162684859857,2770.995790150345,2688.17686158993
333,333,2983.579597513748,2889.5741345020247,2741.6260275051477,2658.342025872615
334,334,2953.0008926891132,2859.5064728893744,2712.5754890952544,2628.8434152191485
335,335,2922.6833674883846,2829.727894630143,2683.858530746428,2599.695295280042
336,336,2892.6268698760036,2800.2381515337984,2655.474649614644,2570.8970738196
337,337,2862.8386734506594,2771.044421341059,2627.4307692912676,2542.45558579656
338,338,2833.326049161081,2742.15387944155,2599.7338115207062,2514.3776650527384
339,339,2804.103693737772,2713.581127306692,2572.3981246319795,2486.6775727111167
340,340,2775.1788730892613,2685.3333358863897,2545.4306269327963,2459.3621405320155
341,341,2746.551422413826,2657.4102457204935,2518.830806817099,2432.4307709784016
342,342,2718.2286030262826,2629.8190237646163,2492.605579585707,2405.8902939900813
343,343,2690.217674148051,2602.566835178558,2466.76185922832,2379.7475387151785
344,344,2662.518464710608,2575.6534151274427,2441.2991302170394,2354.001905249264
345,345,2635.138230222322,2549.085925645607,2416.224304361488,2328.6602214324153
346,346,2608.0842245963227,2522.8715274609085,2391.5442926232527,2303.7293146021825
347,347,2581.356271989191,2497.0099518292827,2367.2585769395496,2279.208583352641
348,348,2554.961623700206,2471.5083574293108,2343.3740671059336,2255.104854349636
349,349,2528.9149583787666,2446.38133056447,2319.905100965813,2231.4323824503185
350,350,2503.2160971885633,2421.6286003216733,2296.8511595554464,2208.190565775983
351,351,2477.879722114504,2397.2646637304933,2274.2263470268426,2185.3933667907468
352,352,2452.9131051923346,2373.2962355613854,2252.0364047648923,2163.0461500325523
353,353,2428.316094684203,2349.72251391954,2230.2794126320377,2141.1465595920567
354,354,2404.0959673264906,2326.5501256274088,2208.960879557054,2119.699668394485
355,355,2380.267428562792,2303.793126450517,2188.0937437447055,2098.717978331867
356,356,2356.8228993754346,2281.4432879216615,2167.6686594835655,2078.1917069935635
357,357,2333.7696582674125,2259.5072393154246,2147.6911391040326,2058.125929547524
358,358,2311.114984789381,2237.9916111677117,2128.166696481343,2038.525722167463
359,359,2288.8587314123974,2216.8956071410394,2109.0934188844035,2019.388733807178
360,360,2267.0007520953645,2196.218432584595,2090.469395519578,2000.7126146715007
361,361,2245.548330845453,2175.9667230873797,2072.3001460678097,1982.5024446826458
362,362,2224.5013252195795,2156.13968797257,2054.583764163326,1964.7558768905335
363,363,2203.8744515678313,2136.7513955340314,2037.3332026149267,1947.4854226284212
364,364,2183.6527151143214,2117.786203110507,2020.5317034654659,1930.6738815097601
365,365,2163.8582652805385,2099.2656124025875,2004.199653294707,1914.3411966717213
366,366,2144.4835406920915,2081.1814144733994,1988.327728206547,1898.4775997066636
367,367,2125.535839426368,2063.540259990553,1972.921464058222,1883.0881808393567
368,368,2107.0150340944615,2046.3413743027493,1957.9789715249292,1868.1706039436035
369,369,2088.9210003101102,2029.5839859037897,1943.4983645526704,1853.7225349512182
370,370,2071.2684734944746,2013.2821832328518,1929.4926171481966,1839.7564986023783
371,371,2054.0424788642263,1997.420344658516,1915.9449933535725,1826.2553083849568
372,372,2037.2577583082775,1982.0125653518612,1902.868474110706,1813.2314933682464
