0 2 0.1505733572272331 0.0013468315799403865
1 3 0.08437471813551123 0.0013111648320328188
2 4 0.05255397808397144 0.0012251287948343455
3 5 0.03467506163456462 0.0011221962551449941
4 6 0.02346702079462198 0.0010191519852526796
5 7 0.016717406538972416 0.0009236345296785142
6 8 0.012659207248954543 0.0008383938221636713
7 9 0.009227367574530085 0.000763731262551689
8 10 0.007252365542147225 0.0006988208471400077
9 11 0.0055430317593833794 0.0006424187992184015
10 12 0.004387085700502194 0.0005932243093599452
11 13 0.0035232440044858397 0.0005500464877814927
12 14 0.0028668513030856574 0.0005118667845448541
13 15 0.0023604664113237683 0.0004778478081953527
14 16 0.0019643377571578915 0.0004473171155453655
15 17 0.0016504680603414395 0.00041974154041905234
16 18 0.0013988280327742162 0.00039470013235809676
17 19 0.0011948744123796522 0.00037185952624153303
18 20 0.0010279080801536826 0.0003509532204961813
19 21 0.0008899595672846074 0.00033261270485663967
20 22 0.0007750200611881594 0.00031487152497100307
21 23 0.0006785086985677296 0.0002985335833953302
22 24 0.0005968969357541245 0.00028346123365323715
23 25 0.0005274356378542972 0.0002695428177980593
24 26 0.00046796812227766854 0.00025667552100201095
25 27 0.00041677865890315575 0.00024476747944329
26 28 0.0003724969038699403 0.0002337354868186096
27 29 0.0003340161914155968 0.00022350382930580754
28 30 0.00030043637291719144 0.00021400310674533318
29 31 0.00027101965940700654 0.0002051700420681094
30 32 0.00024515725351068176 0.00019694656673562437
31 33 0.00022234353466064256 0.00018927989398070193
32 34 0.00020215594935605124 0.00018212168786168673
33 35 0.00018423838850750336 0.0001754281412395021
34 36 0.00016829424476317976 0.000169159413427189
35 37 0.00015406576569077445 0.00016327950236694352
36 38 0.0001413371296578957 0.0001577556313573481
37 39 0.00012992269513167003 0.0001525585591101676
38 40 0.00011966300115681145 0.00014766160052227546
39 41 0.00011042059251396536 0.00014304087673077743
40 42 0.00010207660451232753 0.0001386746956744398
41 43 9.452794335925867e-05 0.00013454364124065697
42 44 8.768495590123776e-05 0.0001306300621705638
43 45 8.146946844387824e-05 0.00012691814567505398
44 46 7.581314446727057e-05 0.00012339342871773475
45 47 7.065612354446918e-05 0.00012004290189057798
46 48 6.594583671138662e-05 0.00011685473701442318
47 49 6.163603476054919e-05 0.0001138180689201882
48 50 5.7685941523358946e-05 0.00011092310554118717
49 51 5.4059533906601125e-05 0.00010816083442521665
50 52 5.07249299979209e-05 0.0001055229830412678
51 53 4.7653851894109135e-05 0.00010300196443143865
52 54 4.482119366102355e-05 0.00010059077391007221
53 55 4.22045990915543e-05 9.828291404432694e-05
54 56 3.978414841416351e-05 9.607248591702141e-05
55 57 3.754204349136048e-05 9.39538991888413e-05
56 58 3.5462366158065714e-05 9.192196964733519e-05
57 59 3.353085434506026e-05 8.997194891813855e-05
58 60 3.173470235704993e-05 8.80993648059754e-05
59 61 3.0062400502928173e-05 8.630003002934412e-05
60 62 2.850358183059888e-05 8.457006322584132e-05
61 63 2.7048896269927117e-05 8.290582668097727e-05
62 64 2.5689896634628812e-05 8.130390118833799e-05
63 65 2.4418940247333143e-05 7.976110156268137e-05
64 66 2.3229097809329626e-05 7.827442379692734e-05
65 67 2.2114083572901995e-05 7.68410414849572e-05
66 68 2.1068184038077247e-05 7.545832851583511e-05
67 69 2.0086195479399476e-05 7.412377292732426e-05
68 70 1.9163376911104625e-05 7.283508917230321e-05
69 71 1.8295399931473467e-05 7.159006846234634e-05
70 72 1.747830791461898e-05 7.038661687193259e-05
71 73 1.6708479786351212e-05 6.922281657948637e-05
72 74 1.5982595178005242e-05 6.809679334036677e-05
73 75 1.5297610327429213e-05 6.700686491874042e-05
74 76 1.4650726231124574e-05 6.595136240833146e-05
75 77 1.4039369798043367e-05 6.49287439220683e-05
76 78 1.3461171536197334e-05 6.393758735478804e-05
77 79 1.2913946252912577e-05 6.29764939531471e-05
78 80 1.2395678311139874e-05 6.20441713378575e-05
79 81 1.1904504778972624e-05 6.11393843559945e-05
80 82 1.1438703953570572e-05 6.02609773693157e-05
81 83 1.0996680873478776e-05 5.940784361183298e-05
82 84 1.0576958655214932e-05 5.857894121456259e-05
83 85 1.0178168143632947e-05 5.777326272236787e-05
84 86 9.79903708244039e-06 5.6989902535593996e-05
85 87 9.438384761526827e-06 5.622793766307767e-05
86 88 9.095113151391492e-06 5.548654474348236e-05
87 89 8.768199626200803e-06 5.47649096404316e-05
88 90 8.456693203756436e-06 5.406225951495147e-05
89 91 8.159707081202641e-06 5.337787579488437e-05
90 92 7.876413958273757e-06 5.271106353567906e-05
91 93 7.606041793293318e-06 5.206117680187704e-05
92 94 7.347869425230937e-06 5.14275656707151e-05
93 95 7.101222878053092e-06 5.0809640487557665e-05
94 96 6.865472154305676e-06 5.0206815399277416e-05
95 97 6.640027418113392e-06 4.961859036170515e-05
96 98 6.424336027355166e-06 4.9044392692574625e-05
97 99 6.217879501843386e-06 4.848374608780926e-05
98 100 6.020173115586919e-06 4.793619435306824e-05
99 101 5.83076129584286e-06 4.740124407825608e-05
100 102 5.649216604455126e-06 4.687846792973635e-05
101 103 5.475136934371718e-06 4.63674844608973e-05
102 104 5.308144871752775e-06 4.586787346695555e-05
103 105 5.147884972297003e-06 4.5379241952715594e-05
104 106 4.99402303676911e-06 4.490124607439112e-05
105 107 4.846244861266544e-06 4.4433532415952586e-05
