 Omegas raw_logp raw_xi2
0 0.1 198.71321760905963 50.64412223022588
1 0.108 198.72846470237076 50.61362804360371
2 0.116 198.74232272933355 50.58591198967812
3 0.124 198.75477969013352 50.56099806807818
4 0.132 198.76568129807723 50.539194852190754
5 0.14 198.775163480539 50.52023048726722
6 0.148 198.7830145531669 50.50452834201138
7 0.156 198.7892356128928 50.49208622255964
8 0.164 198.79389601025468 50.48276542783583
9 0.172 198.79752851329715 50.47550042175092
10 0.18 198.7993628072113 50.47183183392252
11 0.188 198.8005798875648 50.46939767321564
12 0.1960000000000001 198.8004212762919 50.46971489576143
13 0.2040000000000001 198.7990476464867 50.47246215537175
14 0.2120000000000001 198.79663433082703 50.47728878669111
15 0.2200000000000001 198.79300115739647 50.48455513355224
16 0.2280000000000001 198.79018441451555 50.49018861931408
17 0.2360000000000001 198.78538768349105 50.49978208136312
18 0.2440000000000001 198.7803376069321 50.50988223448098
19 0.2520000000000001 198.77455556908356 50.52144631017814
20 0.2600000000000001 198.7688298242246 50.532897799896
21 0.2680000000000001 198.76243706762185 50.54568331310155
22 0.2760000000000001 198.75533352225725 50.55989040383073
23 0.2840000000000001 198.7488527622409 50.572851923863375
24 0.2920000000000001 198.74167579985013 50.58720584864492
25 0.3000000000000001 198.73587542492584 50.5988065984935
26 0.3080000000000001 198.72820848335047 50.61414048164424
27 0.3160000000000001 198.72106240205116 50.62843264424294
28 0.3240000000000002 198.714249409327 50.64205862969117
29 0.3320000000000002 198.70718274680985 50.6561919547255
30 0.3400000000000002 198.70112158809445 50.66831427215632
31 0.3480000000000002 198.6941409067058 50.68227563493359
32 0.3560000000000002 198.6865585784835 50.69744029137822
33 0.3640000000000002 198.68157002996975 50.70741738840562
34 0.3720000000000002 198.67529142770408 50.71997459293704
35 0.3800000000000002 198.66961064050133 50.73133616734256
36 0.3880000000000002 198.6643847616304 50.74178792508447
37 0.3960000000000002 198.6585803770916 50.75339669416197
38 0.4040000000000002 198.6534396958868 50.76367805657163
39 0.4120000000000002 198.64878833133923 50.772980785666725
40 0.4200000000000002 198.6438662989569 50.78282485043135
41 0.4280000000000002 198.6400377351829 50.79048197797945
42 0.4360000000000003 198.63551177896815 50.799533890408846
43 0.4440000000000003 198.63128880448951 50.80797983936617
44 0.4520000000000003 198.62876001247704 50.8130374233911
45 0.4600000000000003 198.6243794015372 50.82179864527083
46 0.4680000000000003 198.6211705007764 50.82821644679241
47 0.4760000000000003 198.61951857137143 50.83152030560232
48 0.4840000000000003 198.6160973396752 50.838362768994806
49 0.4920000000000003 198.6133146800378 50.84392808826958
50 0.5 198.6109510547921 50.84865533876092
51 0.508 198.6090113626977 50.85253472294975
52 0.516 198.6071458605728 50.85626572719968
53 0.524 198.6058870636378 50.85878332106961
54 0.532 198.6040633735596 50.862430701226
55 0.54 198.6027033524437 50.86515074345776
56 0.548 198.60173360443608 50.86709023947305
57 0.556 198.6004333960441 50.86969065625692
58 0.5640000000000001 198.5989980639406 50.87256132046398
59 0.5720000000000001 198.59916785494687 50.872221738451486
60 0.5800000000000001 198.59808263942236 50.87439216950057
61 0.5880000000000001 198.59724423382357 50.87606898069813
62 0.5960000000000001 198.5964187279502 50.8777199924448
63 0.6040000000000001 198.5962985589314 50.87796033048236
64 0.6120000000000001 198.5957234892714 50.879110469802384
65 0.6200000000000001 198.595903681586 50.87875008517316
66 0.6280000000000001 198.5957998455085 50.87895775732813
67 0.6360000000000001 198.59586134165744 50.87883476503033
68 0.6440000000000001 198.59609777634037 50.8783618956645
69 0.6520000000000001 198.59632606350232 50.87790532134058
70 0.6600000000000001 198.59623127755796 50.8780948932293
71 0.6680000000000001 198.59732099808804 50.87591545216914
72 0.6760000000000002 198.59635813992196 50.87784116850134
73 0.6840000000000002 198.5972275902672 50.87610226781086
74 0.6920000000000002 198.5971739155517 50.8762096172418
75 0.7000000000000002 198.59750869580705 50.875540056731104
76 0.7080000000000002 198.59738097532465 50.87579549769592
77 0.7160000000000002 198.59818718671 50.87418307492527
78 0.7240000000000002 198.59835780970744 50.87384182893034
79 0.7320000000000002 198.59845508312245 50.873647282100286
80 0.7400000000000002 198.5987256785882 50.87310609116881
81 0.7480000000000002 198.59917495051656 50.87220754731211
82 0.7560000000000002 198.5992229007446 50.87211164685602
83 0.7640000000000002 198.59949212746503 50.87157319341514
84 0.7720000000000002 198.59966325031405 50.87123094771711
85 0.7800000000000002 198.59988291372508 50.87079162089505
86 0.7880000000000003 198.59999460650883 50.87056823532752
87 0.7960000000000003 198.5999095412994 50.87073836574636
88 0.8040000000000003 198.6002121054285 50.870133237488176
89 0.8120000000000003 198.6002735505588 50.870010347227655
90 0.8200000000000003 198.60045498581027 50.869647476724666
91 0.8280000000000003 198.60012702629177 50.87030339576166
92 0.8360000000000003 198.5997268181919 50.87110381196139
93 0.8440000000000003 198.599391892486 50.8717736633732
94 0.8520000000000003 198.59911694923983 50.87232354986547
95 0.8600000000000003 198.5988538717764 50.87284970479251
96 0.8680000000000003 198.59819448613084 50.87416847608354
97 0.8760000000000003 198.59787920171524 50.87479904491471
98 0.8840000000000003 198.5971121400563 50.8763331682326
99 0.8920000000000003 198.59618701459613 50.87818341915289
