 Omega P expXi2 raw_logp raw_xi2
0 0.5 0.9993357611950957 0.957276087073606 183.96704568930602 31.365141766676096
1 0.508 0.9994568722543177 0.9570441016830405 183.96716687352227 31.364899398243622
2 0.516 0.9993554968427407 0.9572382781516386 183.96706543787656 31.365102269535036
3 0.524 0.9999763470543517 0.9560500158516136 183.96768649558987 31.36386015410839
4 0.532 0.9996369217764548 0.9566993768911831 183.96734700466286 31.36453913596245
5 0.54 0.9998520957186634 0.9562876467432398 183.967562233595 31.364108678098162
6 0.548 0.9998343026653488 0.9563216832399658 183.9675444377513 31.364144269785598
7 0.556 0.9996128521118505 0.9567454501490726 183.96732292596602 31.364587293356117
8 0.5640000000000001 0.9996962431069676 0.9565858404114829 183.96740634577876 31.364420453730645
9 0.5720000000000001 0.9999137437878218 0.9561697336332111 183.9676238888828 31.363985367522577
10 0.5800000000000001 1.0 0.9560047895883869 183.96771014881526 31.36381284765765
11 0.5880000000000001 0.9997970008108077 0.9563930442017585 183.96750712901894 31.364218887250296
12 0.5960000000000001 0.9996870453835436 0.9566034428251664 183.96739714521829 31.364438854851578
13 0.6040000000000001 0.9997662699689188 0.9564518403744572 183.96747639146506 31.36428036235807
14 0.6120000000000001 0.9996025335485913 0.9567652025788158 183.96731260335312 31.364607938581912
15 0.6200000000000001 0.9995932905247694 0.9567828966640632 183.9673033566113 31.364626432065567
16 0.6280000000000001 0.9993743060396043 0.9572022461790856 183.9670842590267 31.36506462723474
17 0.6360000000000001 0.9995355605566143 0.9568934212785813 183.96724560148647 31.36474194231524
18 0.6440000000000001 0.9993616848511967 0.9572264238244138 183.9670716298566 31.365089885574953
19 0.6520000000000001 0.999090966154098 0.9577452438475744 183.96680070154753 31.36563174219311
20 0.6600000000000001 0.9990128659232563 0.9578949977716956 183.9667225272008 31.365788090886536
21 0.6680000000000001 0.998663840111333 0.9585646695649498 183.966373095469 31.366486954350165
22 0.6760000000000002 0.9984000799941842 0.9590712090402603 183.96610894757066 31.36701525014682
23 0.6840000000000002 0.9980101506546293 0.9598207867057809 183.96571831708948 31.367796511109198
24 0.6920000000000002 0.9979085746272619 0.9600161948762368 183.96561653335834 31.36800007857144
25 0.7000000000000002 0.9973222022200571 0.961145403654445 183.96502875932148 31.36917562664518
26 0.7080000000000002 0.9971046260380932 0.9615649086047772 183.96481057514973 31.369611994988674
27 0.7160000000000002 0.9966115775844888 0.9625165639456515 183.96431597269552 31.37060119989715
28 0.7240000000000002 0.9961076086243874 0.96349075825452 183.96381016236927 31.371612820549593
29 0.7320000000000002 0.9957893338059786 0.9641067597365968 183.96349059280286 31.372251959682423
30 0.7400000000000002 0.995297190118464 0.9650604374285094 183.9629962459308 31.373240653426542
31 0.7480000000000002 0.9946369238694128 0.9663421278903743 183.96233263976552 31.374567865757125
32 0.7560000000000002 0.9941730324516967 0.9672441487470781 183.96186613825324 31.375500868781646
33 0.7640000000000002 0.993580676149166 0.9683978023434868 183.96127013250313 31.376692880281873
34 0.7720000000000002 0.9929362248338306 0.969655260272359 183.96062130707645 31.37799053113528
35 0.7800000000000002 0.99228678201519 0.9709249370128339 183.95996703011153 31.379299085065103
36 0.7880000000000003 0.9915677207071103 0.9723336309087824 183.95924211672843 31.380748911831297
37 0.7960000000000003 0.9906620689381059 0.9741122357745525 183.9583283459469 31.382576453394353
38 0.8040000000000003 0.9897037288549085 0.9759996344929219 183.9573605043905 31.38451213650717
39 0.8120000000000003 0.9889280556348484 0.9775313003741065 183.95657645425456 31.386080236779044
40 0.8200000000000003 0.9879960702833946 0.9793763978967301 183.95563359012712 31.387965965033896
41 0.8280000000000003 0.9871590764712249 0.9810378920208953 183.9547860679832 31.389661009321753
42 0.8360000000000003 0.9862321075193533 0.9828829324176258 183.95384659989642 31.39153994549533
43 0.8440000000000003 0.985069254688754 0.9852048459428128 183.9526668178623 31.393899509563557
44 0.8520000000000003 0.983914186692409 0.9875193700525078 183.95149355443655 31.39624603641505
45 0.8600000000000003 0.9828156584926374 0.98972817520597 183.9503764428854 31.39848025951734
46 0.8680000000000003 0.9816943974959277 0.9919903402146234 183.94923492557422 31.400763294139693
47 0.8760000000000003 0.9802886376127148 0.9948374610449773 183.94780192630907 31.403629292670004
48 0.8840000000000003 0.9789916327316482 0.9974752032372796 183.946477965577 31.40627721413414
49 0.8920000000000003 0.977754974207935 1.0 183.94521397085845 31.40880520357124
