0 0.000000e+00 1 0.000000e+00 1 0.000000e+00 1
1 0.000000e+00 1 0.000000e+00 1 0.000000e+00 1
2 1.183751e-03 0 1.123554e-02 0 1.971064e-04 0
3 5.508778e-04 0 9.064383e-03 0 9.242323e-05 0
4 3.077187e-04 0 7.400896e-03 0 4.900104e-05 0
5 1.934298e-04 0 6.172104e-03 0 2.838990e-05 0
6 1.320799e-04 0 5.247604e-03 0 1.762860e-05 0
7 9.588133e-05 0 4.527173e-03 0 1.157587e-05 0
8 7.289798e-05 0 3.947216e-03 0 7.955218e-06 0
9 5.746596e-05 0 3.469659e-03 0 5.673439e-06 0
10 4.662919e-05 0 3.071259e-03 0 4.170197e-06 0
11 3.871724e-05 0 2.764527e-03 0 3.103016e-06 0
12 3.280102e-05 0 2.476543e-03 0 2.390797e-06 0
13 2.822460e-05 0 2.233130e-03 0 1.873384e-06 0
14 2.459326e-05 0 2.026603e-03 0 1.489369e-06 0
15 2.167383e-05 0 1.850446e-03 0 1.199254e-06 0
16 1.930345e-05 0 1.699276e-03 0 9.767604e-07 0
17 1.735472e-05 0 1.568597e-03 0 8.038932e-07 0
18 1.571861e-05 0 1.454789e-03 0 6.680190e-07 0
19 1.434566e-05 0 1.354939e-03 0 5.600905e-07 0
20 1.315877e-05 0 1.266732e-03 0 4.735183e-07 0
21 1.212994e-05 0 1.188324e-03 0 4.034342e-07 0
22 1.123534e-05 0 1.118250e-03 0 3.462017e-07 0
23 1.045034e-05 0 1.055400e-03 0 2.990750e-07 0
24 9.758197e-06 0 9.985886e-04 0 2.599648e-07 0
25 9.144057e-06 0 9.472436e-04 0 2.272644e-07 0
26 8.594979e-06 0 9.006222e-04 0 1.997318e-07 0
27 8.103723e-06 0 8.581616e-04 0 1.763982e-07 0
28 7.661301e-06 0 8.193758e-04 0 1.565005e-07 0
29 7.261767e-06 0 7.838500e-04 0 1.394369e-07 0
30 6.898661e-06 0 7.512201e-04 0 1.247238e-07 0
31 6.567570e-06 0 7.211689e-04 0 1.119763e-07 0
32 6.265330e-06 0 6.934247e-04 0 1.008805e-07 0
33 5.989181e-06 0 6.677417e-04 0 9.118098e-08 0
34 5.735118e-06 0 6.439144e-04 0 8.266817e-08 0
35 5.500276e-06 0 6.217510e-04 0 7.516885e-08 0
36 5.283154e-06 0 6.010932e-04 0 6.853902e-08 0
37 5.081064e-06 0 5.817961e-04 0 6.265829e-08 0
38 4.894690e-06 0 5.637344e-04 0 5.742554e-08 0
39 4.722051e-06 0 5.467947e-04 0 5.275525e-08 0
40 4.560669e-06 0 5.308779e-04 0 4.857508e-08 0
