    0   1.000000000000e+00
    1   9.985367446339e-01
    2   9.956166500488e-01
    3   9.912525013235e-01
    4   9.854633597435e-01
    5   9.782744237784e-01
    6   9.697168467756e-01
    7   9.598275122796e-01
    8   9.486487689777e-01
    9   9.362281292540e-01
   10   9.226179330081e-01
   11   9.078749804594e-01
   12   8.920601383031e-01
   13   8.752379217360e-01
   14   8.574760571892e-01
   15   8.388450297234e-01
   16   8.194176196418e-01
   17   7.992684318759e-01
   18   7.784734224752e-01
   19   7.571094271840e-01
   20   7.352536953660e-01
   21   7.129834329826e-01
   22   6.903753592457e-01
   23   6.675052797218e-01
   24   6.444476784976e-01
   25   6.212753343693e-01
   26   5.980589608486e-01
   27   5.748668743781e-01
   28   5.517646918259e-01
   29   5.288150585404e-01
   30   5.060774084400e-01
   31   4.836077572280e-01
   32   4.614585279131e-01
   33   4.396784107074e-01
   34   4.183122548883e-01
   35   3.974009936853e-01
   36   3.769816004184e-01
   37   3.570870751116e-01
   38   3.377464600004e-01
   39   3.189848821343e-01
   40   3.008236224545e-01
   41   2.832802071628e-01
   42   2.663685215796e-01
   43   2.500989431326e-01
   44   2.344784908029e-01
   45   2.195109902008e-01
   46   2.051972507026e-01
   47   1.915352525983e-01
   48   1.785203426716e-01
   49   1.661454349609e-01
   50   1.544012160231e-01
   51   1.432763510990e-01
   52   1.327576908674e-01
   53   1.228304754010e-01
   54   1.134785357248e-01
   55   1.046844895365e-01
   56   9.642993141281e-02
   57   8.869561506988e-02
   58   8.146162788109e-02
   59   7.470755578024e-02
   60   6.841263868141e-02
   61   6.255591553546e-02
   62   5.711635865393e-02
   63   5.207299719504e-02
   64   4.740502963767e-02
   65   4.309192519397e-02
   66   3.911351445117e-02
   67   3.545006922382e-02
   68   3.208237210256e-02
   69   2.899177601470e-02
   70   2.616025414923e-02
   71   2.357044090145e-02
   72   2.120566412646e-02
   73   1.904996957884e-02
   74   1.708813779284e-02
   75   1.530569422897e-02
   76   1.368891324083e-02
   77   1.222481636186e-02
   78   1.090116566819e-02
   79   9.706452681769e-03
   80   8.629883387689e-03
   81   7.661359981244e-03
   82   6.791459804068e-03
   83   6.011411889929e-03
   84   5.313071734732e-03
   85   4.688894555285e-03
   86   4.131907509989e-03
   87   3.635681199576e-03
   88   3.194300786497e-03
   89   2.802336999680e-03
   90   2.454817285911e-03
   91   2.147197332267e-03
   92   1.875333136644e-03
   93   1.635453800938e-03
   94   1.424135172109e-03
   95   1.238274449659e-03
   96   1.075065833022e-03
   97   9.319772907060e-04
   98   8.067284805930e-04
   99   6.972698667134e-04
  100   6.017630331599e-04
  101   5.185622013191e-04
  102   4.461969422934e-04
  103   3.833560583292e-04
  104   3.288726069356e-04
  105   2.817100309693e-04
  106   2.409493537115e-04
  107   2.057773921767e-04
  108   1.754759399074e-04
  109   1.494118688806e-04
  110   1.270280963074e-04
  111   1.078353646347e-04
  112   9.140478112281e-05
  113   7.736106429656e-05
  114   6.537644652285e-05
  115   5.516518268854e-05
  116   4.647861692951e-05
  117   3.910076194789e-05
  118   3.284434656208e-05
  119   2.754729091799e-05
  120   2.306957010903e-05
  121   1.929042994927e-05
  122   1.610592103983e-05
  123   1.342671958896e-05
  124   1.117620606638e-05
  125   9.288774796922e-06
  126   7.708350099340e-06
  127   6.387086490731e-06
  128   5.284232592297e-06
