0 2 0.054374614923517715
1 3 0.035846201005395956
2 4 0.02564890248514741
3 5 0.019349432330966528
4 6 0.014818570750527438
5 7 0.011883903801575368
6 8 0.009542033996207093
7 9 0.007816018802691506
8 10 0.006502926734361475
9 11 0.005462355374340898
10 12 0.004593877547497913
11 13 0.003888298054857005
12 14 0.0033094443685858337
13 15 0.002830723824245775
14 16 0.002432162897815689
15 17 0.002098477915126227
16 18 0.0018177825090373969
17 19 0.0015806963515336658
18 20 0.0013797287638261453
19 21 0.0012088326278042855
20 22 0.0010630823593904797
21 23 0.0009384356493777443
22 24 0.0008315539521015177
23 25 0.0007396657492750187
24 26 0.0006604601662713023
25 27 0.0005920031016596433
26 28 0.0005326704394518545
27 29 0.0004810944178330726
28 30 0.00043612029010097527
29 31 0.000396771302622682
30 32 0.0003622202432266955
31 33 0.00033176619621689266
32 34 0.00030481531378676605
33 35 0.00028086477446268737
34 36 0.0002594890604430874
35 37 0.0002403284355602014
36 38 0.0002230787585847219
37 39 0.00020748323263557265
38 40 0.00019332459041076946
39 41 0.00018041932574936346
40 42 0.000168612191283071
41 43 0.0001577717598495068
42 44 0.00014778677152538127
43 45 0.00013856284126067533
44 46 0.00013001973450467254
45 47 0.00012208926329729302
46 48 0.00011471322656424374
47 49 0.00010784178359318232
48 50 0.00010143205708890027
49 51 9.544693009892779e-05
50 52 8.985404317896881e-05
51 53 8.462493918858587e-05
52 54 7.973437135876196e-05
53 55 7.515966289515639e-05
54 56 7.088033953937626e-05
55 57 6.687763184472688e-05
56 58 6.313421162953112e-05
57 59 5.96340180222186e-05
58 60 5.6361949157115525e-05
59 61 5.3303757718241566e-05
60 62 5.044604327380186e-05
61 63 4.777609917436964e-05
62 64 4.528177223772743e-05
63 65 4.295157436121385e-05
64 66 4.0774570101617905e-05
65 67 3.874037499557787e-05
66 68 3.6839139776043276e-05
67 69 3.5061547422511206e-05
68 70 3.3398767278508735e-05
69 71 3.184246659183101e-05
70 72 3.0384990509225512e-05
71 73 2.9018869976533842e-05
72 74 2.7737267371755255e-05
73 75 2.6533845335431698e-05
74 76 2.5402642291974996e-05
75 77 2.433814566470254e-05
76 78 2.3335250018687498e-05
77 79 2.2389246577522776e-05
78 80 2.149579415320591e-05
79 81 2.0650907424917488e-05
80 82 1.985093180803704e-05
81 83 1.9092524897470144e-05
82 84 1.8372634602572524e-05
83 85 1.7688480107291597e-05
84 86 1.7037530270403267e-05
85 87 1.6417485578367773e-05
86 88 1.5826259146988252e-05
87 89 1.526195444467457e-05
88 90 1.4722857030109277e-05
89 91 1.4207409309083971e-05
90 92 1.3714196756353443e-05
91 93 1.3241937997839238e-05
92 94 1.2789466050055983e-05
93 95 1.235571813516761e-05
94 96 1.1939723731603947e-05
95 97 1.154059395340039e-05
96 98 1.1157512234211771e-05
97 99 1.0789725137867837e-05
98 100 1.0436535347914121e-05
99 101 1.00972942999448e-05
100 102 9.771397015212804e-06
101 103 9.458272859001881e-06
102 104 9.157519152007498e-06
103 105 8.868237379523285e-06
104 106 8.590337621663009e-06
105 107 8.323230996354985e-06
106 108 8.066479038697636e-06
107 109 7.819661569266633e-06
108 110 7.582374669497017e-06
109 111 7.3542123187853756e-06
110 112 7.134851952889528e-06
111 113 6.9238798632404974e-06
112 114 6.721027487511296e-06
113 115 6.525768376649527e-06
114 116 6.337966357372776e-06
115 117 6.157244172895066e-06
116 118 5.98329864842217e-06
117 119 5.81583760602236e-06
118 120 5.654579662046621e-06
119 121 5.499253914575786e-06
120 122 5.349600010718356e-06
121 123 5.2053680249510505e-06
122 124 5.066318060002339e-06
123 125 4.932220635327159e-06
124 126 4.80285593038134e-06
125 127 4.678014149837801e-06
126 128 4.557494957254189e-06
