 Omega P expXi2 raw_logp raw_xi2
0 0.325 1.0 4.0759899179459325e-11 609.8638546501605 179.2406348327841
1 0.326 0.7234825671605161 7.787121649022512e-11 609.5401758218118 179.88799248948152
2 0.327 0.5094605221549954 1.5704062981270374e-10 609.1894517373357 180.5894406584336
3 0.328 0.3552045786134622 3.2305464557111114e-10 608.8287932724539 181.31075758819716
4 0.329 0.2439533837410556 6.848877657383593e-10 608.4530765279776 182.06219107714998
5 0.33 0.16489149405508108 1.4991206790239294e-09 608.0613870169701 182.845570099165
6 0.331 0.10966312245491786 3.3893146294442193e-09 607.6535125147132 183.66131910367864
7 0.332 0.07194655391869721 7.874320855697071e-09 607.2320229078637 184.50429831737785
8 0.333 0.046504197530822064 1.88472847385509e-08 606.7956419491777 185.3770602347497
9 0.334 0.029588289559129302 4.655789973960807e-08 606.3434780312266 186.28138807065184
10 0.335 0.01857252125888266 1.18165683895188e-07 605.8777825078646 187.21277911737604
11 0.336 0.011507326618421628 3.078110603410959e-07 605.3990833009414 188.1701775312225
12 0.337 0.00701779124292458 8.276223508049009e-07 604.9045479019472 189.15924832921067
13 0.338 0.004223161060219087 2.285376787363949e-06 604.3966832852187 190.17497756266766
14 0.339 0.002499954007081356 6.52182383267613e-06 603.8723717057159 191.2236007216734
15 0.34 0.0014654752465248734 1.897912240807617e-05 603.3382789613993 192.2917862103065
16 0.341 0.0008458537249112885 5.69695211113417e-05 602.7886905348571 193.39096306339098
17 0.342 0.0004830763227722039 0.00017466327440816983 602.2285187515272 194.51130663005068
18 0.343 0.0002728987593225918 0.0005473057093448371 601.657444973629 195.6534541858469
19 0.34400000000000003 0.00014891019006645783 0.0018381640376281788 601.0516874651823 196.86496920274035
20 0.34500000000000003 8.14292533828898e-05 0.006147127137627289 600.4480786788121 198.07218677548087
21 0.34600000000000003 4.401031101646555e-05 0.021043802912341134 599.8327680399442 199.3028080532168
22 0.34700000000000003 2.3413180318788266e-05 0.07435536011106005 599.2016432174744 200.5650576981564
23 0.34800000000000003 1.2312557936472381e-05 0.2688663967436959 598.5589638041837 201.85041652473768
24 0.34900000000000003 6.384347983894441e-06 1.0 597.9021934596136 203.1639572138779
