 Omega P expXi2 raw_logp raw_xi2
0 0.3 8.60859728707963e-06 1.0 515.9325612800035 159.92118258492843
1 0.301 2.108910789356266e-05 0.16662814759956512 516.8285565851744 158.12919197458672
2 0.302 4.9740689262425606e-05 0.029953059253809693 517.6866231871375 156.41305877066054
3 0.303 0.00011380061366246211 0.00572236526393187 518.5142478056939 154.75780953354766
4 0.304 0.0002501530366495546 0.0011842768102000416 519.3018727687269 153.1825596074816
5 0.305 0.0005282344331473568 0.0002655897859074156 520.0493400788912 151.68762498715307
6 0.306 0.0010803440092019374 6.349516377606719e-05 520.7648346879898 150.2566357689556
7 0.307 0.002133566931319577 1.6279919036688997e-05 521.4453503652928 148.89560441434983
8 0.308 0.004056105862387585 4.5044961599571065e-06 522.0877785366763 147.61074807158278
9 0.309 0.007442280461020335 1.3379895426113449e-06 522.6947324859912 146.39684017295306
10 0.31 0.013196934372778316 4.2551871884030313e-07 523.2675397286667 145.25122568760196
11 0.311 0.022576173327114597 1.4539990485540792e-07 523.8044502431093 144.17740465871677
12 0.312 0.037246975597608895 5.341740113567813e-08 524.3051259200527 143.17605330483005
13 0.313 0.05935852621175104 2.1032871316905905e-08 524.7711509411156 142.2440032627041
14 0.314 0.09133899152754228 8.882850628573586e-09 525.2021329373664 141.3820392702025
15 0.315 0.1356864951886201 4.025237725382775e-09 525.59790221281 140.59050071931534
16 0.316 0.19440172940646372 1.9609410384213938e-09 525.9574819586444 139.8713412276465
17 0.317 0.26916990728025336 1.022849586418969e-09 526.2828979763214 139.22050919229275
18 0.318 0.36012362165999634 5.714280638933314e-10 526.5740025365379 138.63830007185953
19 0.319 0.4654538923816697 3.420672142242309e-10 526.8305682126818 138.12516871957183
20 0.32 0.5805964508866589 2.1984471525905381e-10 527.0516111092684 137.68308292639853
21 0.321 0.6996064099792799 1.514109288948385e-10 527.2380730759852 137.31015899296494
22 0.322 0.8154285460354855 1.1145330768833383e-10 527.3912689689345 137.0037672070664
23 0.323 0.9183942524782084 8.786308935327452e-11 527.5101819378895 136.76594126915646
24 0.324 1.0 7.410794725111265e-11 527.595310449516 136.5956842459034
