 Omega P expXi2 raw_logp raw_xi2
0 0.25 1.3497366539098162e-24 1.0 424.8064383083287 342.17342852827795
1 0.251 1.966934770993382e-23 0.0047088859110117455 427.4855902762654 336.8151245924047
2 0.252 2.7952182524180065e-22 2.3316675933863807e-05 430.13960918236444 331.50708678020646
3 0.253 3.78539392395008e-21 1.2713816016699377e-07 432.7454340415611 326.29543706181323
4 0.254 5.036291936796358e-20 7.182510843064031e-10 435.3335392625387 321.11922661985807
5 0.255 6.427436819147574e-19 4.4098361289397675e-12 437.8800301013941 316.0262449421472
6 0.256 7.992539759529168e-18 2.851861780697512e-14 440.40054794059375 310.9852092637479
7 0.257 9.555019224564999e-17 1.9954229065601854e-16 442.88169104672374 306.02292305148796
8 0.258 1.1077140258155537e-15 1.4847138993942268e-18 445.3320930985988 301.1221189477378
9 0.259 1.2403297015166044e-14 1.1841965636722839e-20 447.74775696862037 296.2907912076947
10 0.26 1.3395069849334522e-13 1.0153321043128015e-22 450.12726645359123 291.53177223775293
11 0.261 1.4046105274975357e-12 9.233922932782277e-25 452.477309981743 286.8316851814493
12 0.262 1.4129120314064964e-11 9.125734662416757e-27 454.7857878601596 282.2147294246162
13 0.263 1.381179748833478e-10 9.549874839988263e-29 457.06565813241923 277.654988880097
14 0.264 1.2964054879871859e-09 1.0839677519285959e-30 459.3049006265236 273.17650389188816
15 0.265 1.1780774462309e-08 1.3126544052923217e-32 461.51177412088754 268.7627569031603
16 0.266 1.0361184407836555e-07 1.6969899766450297e-34 463.68595684936736 264.4143914462006
17 0.267 8.34650328582379e-07 2.6151038881116885e-36 465.772318069974 260.24166900498744
18 0.268 7.161578921689079e-06 3.5520618495396023e-38 467.9217909564286 255.94272323207815
19 0.269 5.610069693855895e-05 5.7884404632814e-40 469.9802087155767 251.82588771378204
20 0.27 0.00042684063683541627 9.999230169725089e-42 472.0094712077021 247.76736272953124
21 0.271 0.0031411774599418765 1.846346208512345e-43 474.00541347583277 243.77547819326986
22 0.272 0.022190348420922344 3.699728380977492e-45 475.96047319749033 239.86535874995477
23 0.273 0.15201640172046563 7.883465782537955e-47 477.88480418004065 236.0166967848541
24 0.274 1.0 1.8217890349076155e-48 479.76857103794225 232.24916306905087
