 Omega P expXi2 raw_logp raw_xi2
0 0.325 1.0 2.2789571744354317e-13 579.3173719811002 168.9766083101358
1 0.326 0.6825382609345299 4.891951705983585e-13 578.9354352875832 169.74048169716986
2 0.327 0.4549752809021042 1.100932165469547e-12 578.5298597919056 170.55163268852522
3 0.328 0.2981392465917779 2.5638810049400563e-12 578.1071773499289 171.3969975724787
4 0.329 0.1912668388450108 6.2295518343765184e-12 577.6632862171973 172.28477983794164
5 0.33 0.12017257454240261 1.5780669820452465e-11 577.1985455329809 173.21426120637435
6 0.331 0.07400901219964956 4.1607052291286854e-11 576.7138035743886 174.18374512355916
7 0.332 0.04470845210066142 1.1401366232054958e-10 576.2097792708893 175.1917937305578
8 0.333 0.02649805718259781 3.2456979273771956e-10 575.6866881185584 176.23797603521945
9 0.334 0.015386113571115202 9.626719030035827e-10 575.1430820885857 177.325188095165
10 0.335 0.008756759113274294 2.9720037843167028e-09 574.5794425743746 178.45246712358713
11 0.336 0.004908155744762849 9.460182043021601e-09 574.0005149613 179.61032234973618
12 0.337 0.002693730328538761 3.140710685497168e-08 573.4005436743307 180.81026492367482
13 0.338 0.0014513726372865003 1.0818780310445873e-07 572.7821264571679 182.04709935800045
14 0.339 0.0007669329400674112 3.8745509976000636e-07 572.1442607892172 183.32283069390186
15 0.34 0.0003979546209424363 1.4390273897051027e-06 571.4881994041873 184.6349534639619
16 0.341 0.00020289526863197455 5.5359521120100695e-06 570.8145513509771 185.98224957038207
17 0.342 0.00010201079808637236 2.189998783027462e-05 570.126940094409 187.3574720835184
18 0.343 5.000278302559235e-05 9.114813999079846e-05 569.413940087527 188.78347209728253
19 0.34400000000000003 2.3892683355916986e-05 0.00039921450183041197 568.6754336994686 190.2604848733993
20 0.34500000000000003 1.1312548502696292e-05 0.001780800445299418 567.927774019684 191.7558042329684
21 0.34600000000000003 5.27223835732578e-06 0.008198720688187127 567.16431643125 193.28271940983655
22 0.34700000000000003 2.409364675747241e-06 0.03925826358387589 566.3812245158628 194.84890324061084
23 0.34800000000000003 1.0831940621942352e-06 0.19423327046793232 565.5817755645706 196.44780114319514
24 0.34900000000000003 4.773842450726344e-07 1.0 564.7624278559904 198.08649656035558
