2,85,8.88E-05,-145.03
2,86,0.000367239,-145.03
2,87,-2.98E-06,-145.03
2,88,-2.49E-06,-145.03
2,89,0.000259573,-145.03
2,90,3.17E-05,-145.03
2,91,6.54E-05,-145.03
2,92,9.38E-05,-145.03
2,93,0.000102887,-145.03
2,94,-5.76E-05,-145.03
2,95,7.10E-05,-145.03
2,96,-0.00019626,-145.03
