2 2.073318333e+02 8.538945238e+02 1.356570000e-03 1.149879418e-03 -2.598846667e-01 7.225062923e-01
3 7.209690000e+02 6.716868445e+02 1.157780000e-03 9.242203650e-04 2.811936667e-01 4.052691073e-01
4 6.084980000e+02 5.514987389e+02 9.803010000e-04 7.467654951e-04 3.080588667e-02 2.553167781e-01
5 1.315900000e+03 4.703634852e+02 7.049880000e-04 6.086751383e-04 1.584063333e-01 1.736408271e-01
6 5.156333333e+02 4.136222725e+02 6.193323333e-04 5.017444258e-04 -6.090816667e-02 1.248586289e-01
7 1.000499667e+03 3.727100433e+02 2.054863333e-03 4.188351108e-04 1.336673333e-01 9.373289211e-02
8 6.582830000e+02 3.422346829e+02 4.960086667e-04 3.541538944e-04 -8.894056667e-03 7.281272241e-02
9 8.622206667e+02 3.189946571e+02 6.442173333e-04 3.031994191e-04 7.622516667e-02 5.816049792e-02
10 7.630690000e+02 3.009228228e+02 4.539190000e-04 2.625646500e-04 -2.196472000e-02 4.753912229e-02
11 7.315110000e+02 2.865077715e+02 6.435206667e-04 2.313273011e-04 -3.607733333e-04 3.973965783e-02
12 6.195200000e+02 2.751517130e+02 5.378256667e-04 2.040021357e-04 -1.126620000e-02 3.363709505e-02
13 4.745963333e+02 2.658008469e+02 3.593043333e-04 1.813310539e-04 -2.137300000e-04 2.885467415e-02
14 7.242070000e+02 2.578604570e+02 2.385056667e-04 1.622697036e-04 -5.681666667e-03 2.502698816e-02
15 9.185193333e+02 2.512026039e+02 2.065236667e-04 1.460487244e-04 5.152643333e-03 2.191991218e-02
16 5.466423333e+02 2.457621579e+02 2.306780000e-04 1.320971421e-04 -1.135388667e-02 1.936799258e-02
17 1.222390000e+03 2.413701108e+02 3.541696667e-04 1.199895908e-04 -5.676103333e-03 1.724657382e-02
18 8.518126667e+02 2.376449059e+02 3.765530000e-04 1.094030832e-04 1.929054333e-02 1.545625003e-02
19 1.068672333e+03 2.347317125e+02 4.785573333e-04 1.000884082e-04 8.062590667e-03 1.393845014e-02
20 7.659273333e+02 2.321046093e+02 3.628076667e-04 9.185160699e-05 -5.171833333e-04 1.262935866e-02
21 6.030160000e+02 2.298206003e+02 1.788586667e-04 8.453670148e-05 -4.506410000e-03 1.149503714e-02
