    2    1.780483333e+02    8.538945238e+02    1.538990000e-03    2.393444793e-03   -3.372053333e-01    1.039074248e+00
    3    6.912603333e+02    6.716868445e+02    2.138750000e-03    1.814918768e-03    2.233800000e-01    5.665980948e-01
    4    6.916180000e+02    5.514987389e+02    1.755623333e-03    1.400017418e-03   -4.361446667e-02    3.489678592e-01
    5    1.203343333e+03    4.703634852e+02    1.602476667e-03    1.101770599e-03    1.905360667e-01    2.332959463e-01
    6    5.184780000e+02    4.136222725e+02    1.264486667e-03    8.855360227e-04   -6.117600000e-03    1.656956967e-01
    7    7.765180000e+02    3.727100433e+02    2.931700000e-03    7.263261709e-04    7.453566667e-02    1.233293104e-01
    8    6.849913333e+02    3.422346829e+02    5.248056667e-04    6.067379243e-04   -2.265128667e-02    9.523997390e-02
    9    7.708106667e+02    3.189946571e+02    1.228532667e-03    5.148675779e-04    9.342030000e-02    7.574952466e-02
   10    7.498833333e+02    3.009228228e+02    1.076138333e-03    4.426597669e-04    2.099260000e-02    6.169981999e-02
   11    9.002123333e+02    2.865077715e+02    8.107640000e-04    3.875106998e-04    8.858400000e-03    5.141695663e-02
   12    5.338926667e+02    2.751517130e+02    6.481953333e-04    3.394182551e-04   -2.019766667e-03    4.337621795e-02
   13    5.469950000e+02    2.658008469e+02    4.359983333e-04    2.995325420e-04    1.270360000e-02    3.707726011e-02
   14    8.251953333e+02    2.578604570e+02    7.641413333e-04    2.660098203e-04    1.488046667e-02    3.203773244e-02
   15    9.192720000e+02    2.512026039e+02    5.110593333e-04    2.375384250e-04    2.405983333e-03    2.795076086e-02
   16    5.262036667e+02    2.457621579e+02    5.621066667e-04    2.131608843e-04   -1.600981667e-02    2.460023441e-02
   17    1.053690667e+03    2.413701108e+02    7.702646667e-04    1.921558904e-04    5.313781333e-03    2.182298187e-02
   18    9.502270000e+02    2.376449059e+02    5.436846667e-04    1.739636096e-04   -7.092000000e-03    1.948864385e-02
   19    9.277500000e+02    2.347317125e+02    5.679756667e-04    1.581379415e-04    2.350836667e-02    1.751899773e-02
   20    6.759293333e+02    2.321046093e+02    3.594156667e-04    1.443174926e-04   -2.599809667e-03    1.582962128e-02
   21    6.313810000e+02    2.298206003e+02    3.765423333e-04    1.322030138e-04   -1.393457000e-03    1.437425076e-02
   22    4.195276667e+02    2.279106874e+02    4.743226667e-04    1.215445582e-04   -1.175230000e-03    1.311485833e-02
   23    5.650236667e+02    2.262906729e+02    5.823966667e-04    1.121325446e-04    1.618453333e-02    1.201756454e-02
   24    7.588413333e+02    2.249473750e+02    4.585196667e-04    1.037898274e-04   -1.604996667e-02    1.105674905e-02
   25    8.597480000e+02    2.238399257e+02    3.658006667e-04    9.636495988e-05   -7.904399000e-03    1.021070011e-02
   26    8.352340000e+02    2.229085684e+02    3.638343333e-04    8.973546882e-05    2.708090000e-03    9.461491072e-03
   27    9.417826667e+02    2.221878608e+02    4.001550000e-04    8.379041100e-05   -1.302291000e-02    8.795856365e-03
   28    1.259393333e+03    2.216302668e+02    2.872376667e-04    7.843979708e-05   -4.080433333e-04    8.201354967e-03
   29    1.074262667e+03    2.212362305e+02    3.988570000e-04    7.360668686e-05   -5.789880000e-03    7.668444336e-03
   30    1.115031000e+03    2.209613923e+02    3.338416667e-04    6.922579844e-05    5.561003333e-03    7.188366749e-03
   31    1.180863333e+03    2.207967338e+02    2.877463333e-04    6.524468897e-05    5.614416667e-04    6.754482019e-03
   32    1.466346667e+03    2.207551114e+02    2.496203333e-04    6.160816427e-05    7.844233333e-04    6.360936775e-03
   33    8.681673333e+02    2.208490505e+02    2.626390000e-04    5.828372546e-05    7.632693333e-03    6.003480598e-03
   34    9.561823333e+02    2.210296560e+02    2.957183333e-04    5.523432775e-05   -9.353000000e-05    5.677198796e-03
   35    6.757130000e+02    2.212711757e+02    4.538433333e-04    5.242996935e-05    5.918010000e-03    5.378292543e-03
   36    8.086250000e+02    2.215890619e+02    2.482806667e-04    4.984505397e-05    1.267463667e-02    5.103995566e-03
   37    1.447730000e+03    2.219396883e+02    3.176193333e-04    4.745769250e-05    4.407073333e-03    4.851266242e-03
   38    1.427843333e+03    2.224164743e+02    2.226873333e-04    4.524786642e-05   -2.280476667e-03    4.618864255e-03
   39    1.254926667e+03    2.229943729e+02    1.452422333e-04    4.319836963e-05   -5.403493333e-03    4.404482848e-03
   40    1.474526667e+03    2.236121366e+02    2.740410000e-04    4.129471372e-05   -5.803206667e-03    4.205807828e-03
   41    1.092709333e+03    2.242858234e+02    1.377362000e-04    3.952332637e-05    1.749005667e-03    4.021493542e-03
   42    1.345446667e+03    2.249758701e+02    1.458163333e-04    3.787234197e-05    1.177580000e-03    3.849872498e-03
   43    1.301903333e+03    2.256990103e+02    2.908443333e-04    3.633123730e-05    3.380163333e-03    3.689949418e-03
   44    1.726630000e+03    2.264533401e+02    2.477176667e-04    3.489040799e-05   -7.211940000e-03    3.540672457e-03
   45    1.014036333e+03    2.272725080e+02    1.986226667e-04    3.354162749e-05   -2.249013333e-03    3.401388311e-03
   46    6.741566667e+02    2.281538323e+02    1.421194000e-04    3.227690300e-05    3.004446667e-03    3.271204973e-03
   47    1.646640000e+03    2.290600071e+02    3.218536667e-04    3.108979935e-05   -1.146986667e-03    3.149124025e-03
   48    1.228756667e+03    2.300069708e+02    1.047429667e-04    2.997392076e-05   -6.136966667e-03    3.034584756e-03
