    2    1.507896667e+02    8.538945238e+02    6.819403333e-03    8.489141036e-03   -6.397083333e-01    1.951041642e+00
    3    7.006600000e+02    6.716868445e+02    1.884970000e-03    5.788522066e-03    1.104193333e-01    1.009770377e+00
    4    5.578226667e+02    5.514987389e+02    7.038796667e-03    4.168396632e-03   -1.136220333e-01    6.012366670e-01
    5    1.129756667e+03    4.703634852e+02    4.642296667e-03    3.144653071e-03    3.865740000e-01    3.936986835e-01
    6    4.214320000e+02    4.136222725e+02    2.413803333e-03    2.459557070e-03   -5.565366667e-03    2.759167029e-01
    7    8.654766667e+02    3.727100433e+02    5.627516667e-03    1.975525502e-03   -8.615860000e-02    2.032706962e-01
    8    5.861800000e+02    3.422346829e+02    3.624663333e-03    1.618093543e-03   -5.047510000e-02    1.554605609e-01
    9    7.642896667e+02    3.189946571e+02    4.572143333e-03    1.345506737e-03    1.609030000e-01    1.224118181e-01
   10    6.497650000e+02    3.009228228e+02    3.547020000e-03    1.132984991e-03    1.015210000e-01    9.868350787e-02
   11    6.522713333e+02    2.865077715e+02    2.247970000e-03    9.745729581e-04   -3.541443000e-02    8.152350919e-02
   12    5.377580000e+02    2.751517130e+02    3.286246667e-03    8.374906475e-04    5.884736667e-02    6.812460416e-02
   13    4.103620000e+02    2.658008469e+02    1.221933333e-03    7.267499947e-04   -2.592487333e-02    5.774601460e-02
   14    7.984616667e+02    2.578604570e+02    1.667810000e-03    6.364630628e-04   -1.026920000e-03    4.955117023e-02
   15    9.716410000e+02    2.512026039e+02    9.804096667e-04    5.621486587e-04    2.836225333e-02    4.299468266e-02
   16    6.132380000e+02    2.457621579e+02    1.705843333e-03    5.003983470e-04   -1.818665667e-02    3.768879292e-02
   17    1.189620000e+03    2.413701108e+02    7.783683333e-04    4.485807380e-04   -1.274306667e-02    3.334121514e-02
   18    6.994400000e+02    2.376449059e+02    1.361806667e-03    4.046855442e-04   -1.541247000e-02    2.972276533e-02
   19    8.320326667e+02    2.347317125e+02    1.648290000e-03    3.671657200e-04    2.847740000e-02    2.669338080e-02
   20    8.200050000e+02    2.321046093e+02    1.149875000e-03    3.348300686e-04   -1.423713333e-03    2.411056090e-02
   21    6.733983333e+02    2.298206003e+02    1.113100000e-03    3.067538302e-04   -1.746303333e-02    2.189504634e-02
   22    4.279580000e+02    2.279106874e+02    1.176066667e-03    2.822152157e-04    5.397466667e-03    1.998362641e-02
   23    5.304470000e+02    2.262906729e+02    1.015059000e-03    2.606603213e-04    4.634000550e-03    1.832221368e-02
   24    7.943093333e+02    2.249473750e+02    1.175496667e-03    2.415766938e-04   -2.363486667e-02    1.686820204e-02
   25    7.053280000e+02    2.238399257e+02    8.171423333e-04    2.246483191e-04    1.278898333e-02    1.558977732e-02
   26    9.006126667e+02    2.229085684e+02    9.339163333e-04    2.095519978e-04    9.843793333e-03    1.445828495e-02
   27    9.962083333e+02    2.221878608e+02    1.001697000e-03    1.960359167e-04   -2.139923333e-02    1.345373889e-02
