0 0
1 0
2 411.946
3 143.522
4 64.4733
5 33.6947
6 19.4808
7 12.1088
8 7.94836
9 5.44451
10 3.85928
11 2.81363
12 2.10014
13 1.59923
14 1.23892
15 0.974258
16 0.776264
17 0.625746
18 0.509675
19 0.419021
20 0.347402
21 0.290233
22 0.244168
23 0.20673
24 0.176063
25 0.15076
26 0.129744
27 0.112179
28 0.0974152
29 0.0849386
30 0.0743423
31 0.0653006
32 0.0575517
33 0.0508833
34 0.0451224
35 0.0401272
36 0.0357809
37 0.0319868
38 0.0286644
39 0.0257465
40 0.0231766
41 0.0209071
42 0.0188978
43 0.0171145
44 0.0155281
45 0.0141137
46 0.01285
47 0.0117185
48 0.0107035
49 0.0097912
