0 0.0
1 0.0
2 1021.9786921852327
3 967.8713527772139
4 915.9098734689636
5 877.1773666493284
6 850.7801400700405
7 834.0442387565873
8 824.0307290629765
9 819.3748521566023
10 818.6275746641742
11 820.4004836647396
12 825.4203145269715
13 831.7825731581902
14 839.3192709869365
15 846.9734259393483
16 856.520400817748
17 867.8148065987399
18 879.7185139159823
19 892.9884835702711
20 906.0104452276338
21 919.4805300236586
22 933.4268418728568
23 947.463366644024
24 961.9100272702987
25 976.9000921418796
26 991.9428542171759
27 1007.4473488299832
28 1023.243449025492
29 1039.2501903566697
30 1055.6607092982306
31 1071.8702310780886
32 1088.6858496516625
33 1105.5825003909847
34 1122.5413796436321
35 1140.1374820749402
36 1157.4642133131972
37 1175.0505367606092
38 1193.007721703563
39 1211.237718613811
40 1229.6588704881412
41 1248.1842828156332
42 1266.817499813828
43 1285.5716773450602
44 1304.4971123636024
45 1323.6589536709307
46 1343.0242040199712
47 1362.575864324021
48 1382.2879208853412
49 1402.1491944006189
50 1422.2153340750976
51 1442.5455664995218
52 1463.0872344085226
53 1483.768964809005
54 1504.5713404696269
55 1525.489754679912
56 1546.6358258832138
57 1568.1108039914527
58 1589.8721663822685
59 1611.8327633547053
60 1633.972241626424
61 1656.2977020418055
62 1678.8148160039539
63 1701.5418510475822
64 1724.4821567131391
65 1747.6613068469337
66 1771.116506151399
67 1794.827666496513
68 1818.7566207580155
69 1842.8577198063701
70 1867.1001205250732
71 1891.4608750358568
72 1916.0527589720255
73 1940.9890229659509
74 1966.2788862294644
75 1991.9241100957981
76 2017.8798757507275
77 2044.0191189493696
78 2070.3242020508806
79 2096.8369073974254
80 2123.5767316202514
81 2150.56598470744
82 2177.815934536362
83 2205.3035332256245
84 2233.0280424572534
85 2260.9813262579214
86 2289.1593726244078
87 2317.5299909778946
88 2346.0725545135406
89 2374.79620333578
90 2403.7027076976565
91 2432.800983048992
92 2462.091198730623
93 2491.5881055951663
94 2521.2842438032876
95 2551.194515691286
96 2581.311617899151
97 2611.63575644303
98 2642.1746478113578
99 2672.906377721655
100 2703.8462561845618
101 2734.9873900139587
102 2766.3303949417436
103 2797.861108688637
104 2829.5803019054156
105 2861.481390096654
106 2893.5578583999322
107 2925.80325749391
108 2958.203770664208
109 2990.7679221616027
110 3023.48200163562
111 3056.3396037487496
112 3089.3411181712218
113 3122.4793702244497
114 3155.747210452245
115 3189.1375077100633
116 3222.650570465765
117 3256.2792829650007
118 3290.0090980674777
119 3323.8403151597568
120 3357.7657880476863
121 3391.7783463858686
122 3425.863360596603
123 3460.021020432359
124 3494.2440437300643
125 3528.5176705579684
126 3562.841942800985
127 3597.20198572493
128 3631.5902884626335
129 3666.006699955311
130 3700.4361403809767
